2,  0.0006771080857549, 2.209148341592e-05
2,  3.667363852225e-07, 6.452889441455e-06
5,  0.004442659205772, 5.279885146869e-06
5,  2.339995380237e-07, 9.616594366602e-06
10,  0.0003563567586293, 5.679868992248e-05
10,  1.655438304733e-07, 3.086250481399e-06
50,  6.394314603962e-05, 5.288353837107e-05
50,  7.458096527823e-08, 5.72198872284e-06
100,  3.072055093765e-05, 3.115061841719e-05
100,  5.189696971993e-08, 7.445754074187e-06
150,  2.005487687424e-05, 4.191233395145e-05
150,  4.226909991587e-08, 1.199020287945e-06
200,  1.477671850042e-05, 2.314252133884e-05
200,  3.611403378542e-08, 6.785666128994e-06
250,  8.847366129495e-06, 3.807868109229e-05
250,  2.713919740483e-08, 1.009449244416e-05
300,  6.829092574325e-06, 6.407012342047e-05
300,  2.366213893273e-08, 1.857590337995e-06
350,  5.848978163811e-06, 6.91175915728e-05
350,  2.109298287211e-08, 8.688781568456e-06
400,  4.78923337131e-06, 6.32521948698e-05
400,  1.858399157902e-08, 3.440801676025e-06
450,  4.146923272462e-06, 8.422201230784e-05
450,  1.641424834711e-08, 7.115688058779e-06
500,  3.574752676516e-06, 3.849070394857e-06
500,  1.436521068886e-08, 4.317149164379e-06
550,  3.076812278374e-06, 3.673470847509e-06
550,  1.224901030468e-08, 6.113435639499e-06
600,  2.564365940383e-06, 6.430236684452e-05
600,  1.019623884068e-08, 3.242353277422e-06
650,  2.11780027323e-06, 7.862881439102e-05
650,  7.923152225579e-09, 7.30342489641e-06
700,  1.59974219514e-06, 2.271292111278e-05
700,  5.61699451775e-09, 5.833388781795e-06
750,  1.245822011984e-06, 7.10057804123e-05
750,  2.916614294725e-09, 9.935074336997e-06
800,  1.226628355818e-06, 1.441374362665e-05
800,  3.39315735362e-09, 3.019515239178e-06
810,  1.28619850367e-06, 1.247105330782e-05
810,  3.89941088803e-09, 5.901746922277e-06
820,  1.349052962552e-06, 2.091450954422e-05
820,  4.384145914095e-09, 1.055014948959e-05
830,  1.38419093264e-06, 5.729578743763e-05
830,  4.687745223785e-09, 9.702124540656e-06
840,  1.417940476337e-06, 1.974401392602e-05
840,  5.105002980722e-09, 2.751787362421e-07
850,  1.486685138268e-06, 7.878557166219e-06
850,  5.414046730553e-09, 3.189687451055e-06
860,  1.467405018429e-06, 8.106911428918e-05
860,  5.617822329645e-09, 5.937899610231e-06
870,  1.563932482745e-06, 6.172778482627e-05
870,  6.005552944081e-09, 2.945625916517e-07
880,  1.576177051268e-06, 3.851785196929e-05
880,  6.228177768865e-09, 7.108302684689e-06
890,  1.624979924721e-06, 3.993046392825e-05
890,  6.563205460263e-09, 7.730093078084e-06
900,  1.630932548416e-06, 3.574881697466e-05
900,  6.652700925127e-09, 4.982329319336e-06
950,  1.641848195578e-06, 3.142826852232e-05
950,  7.60527635933e-09, 5.978992751121e-06
1000,  1.490822710595e-06, 2.245674291546e-05
1000,  7.957396526334e-09, 5.189590105203e-06
1100,  1.448655101033e-06, 3.929265276348e-05
1100,  8.485296062676e-09, 1.419498645294e-06
1200,  1.318356910507e-06, 9.041779600949e-05
1200,  8.432085469567e-09, 1.00404224086e-05
1300,  1.11144250108e-06, 4.621761303447e-06
1300,  9.160918089452e-09, 5.294707886794e-06
1400,  9.118470554243e-07, 4.330559024535e-05
1400,  1.142352141036e-08, 4.326478018957e-06
1500,  7.392647526562e-07, 1.992524416172e-05
1500,  1.462614922328e-08, 5.494397760319e-06
1600,  6.42558983857e-07, 9.685469047671e-06
1600,  1.834915207285e-08, 4.418397840933e-06
1700,  5.458571457805e-07, 3.156455061282e-05
1700,  2.252319516303e-08, 1.066625227164e-05
1800,  5.038961034068e-07, 1.293938193037e-06
1800,  2.692786987673e-08, 8.766816037564e-06
1900,  4.746899094962e-07, 2.080616975819e-05
1900,  3.253044468159e-08, 4.097718273144e-06
2000,  4.111648686991e-07, 8.459376255043e-06
2000,  3.784582701747e-08, 5.479540532427e-06
2100,  3.595679714804e-07, 1.081176564277e-06
2100,  4.346353042668e-08, 3.543886695656e-06
2200,  3.191537855101e-07, 1.24143607283e-05
2200,  4.954102638458e-08, 7.374469256582e-06
2300,  2.745547741964e-07, 2.356370312651e-06
2300,  5.778498435101e-08, 4.686696628564e-06
2400,  2.394473307014e-07, 1.022732757905e-05
2400,  6.824958265221e-08, 5.705544661616e-06
2500,  1.9669123173e-07, 1.138248890697e-07
2500,  8.250342918375e-08, 1.388543263037e-06
2600,  1.414366626028e-07, 5.90779370313e-07
2600,  1.169943799293e-07, 1.161102467062e-06
