2.00000E-03 1.258925400E-04 8.728654347E+11
2.00000E-03 1.584893200E-04 9.973459231E+11
2.00000E-03 1.995262300E-04 8.877366695E+11
2.00000E-03 1.000000000E-04 7.148508791E+11
2.00000E-03 2.511886400E-04 6.752263360E+11
2.00000E-03 3.162277700E-04 4.625623269E+11
2.00000E-03 3.162277700E-03 3.749159800E-21
2.00000E-03 1.258925400E-05 1.831124409E+09
2.00000E-03 1.258925400E-06 2.109267497E+05
2.00000E-03 1.258925400E-07 2.234814178E+01
2.00000E-03 1.258925400E-08 2.164168681E-03
2.00000E-03 1.258925400E-09 2.005825664E-07
2.00000E-03 1.584893200E-05 4.903176860E+09
2.00000E-03 1.584893200E-06 4.869688103E+05
2.00000E-03 1.584893200E-07 5.458232379E+01
2.00000E-03 1.584893200E-08 5.192882392E-03
2.00000E-03 1.584893200E-09 5.155706426E-07
2.00000E-03 1.995262300E-05 1.068994153E+10
2.00000E-03 1.995262300E-06 1.449980892E+06
2.00000E-03 1.995262300E-07 1.232059137E+02
2.00000E-03 1.995262300E-08 1.321048317E-02
2.00000E-03 1.995262300E-09 1.328341733E-06
2.00000E-03 1.000000000E-05 8.671857112E+08
2.00000E-03 1.000000000E-06 8.768818140E+04
2.00000E-03 1.000000000E-07 8.257861476E+00
2.00000E-03 1.000000000E-08 8.220078335E-04
2.00000E-03 1.000000000E-09 7.986068092E-08
2.00000E-03 2.511886400E-05 2.659732205E+10
2.00000E-03 2.511886400E-06 3.513896676E+06
2.00000E-03 2.511886400E-08 3.151978920E-02
2.00000E-03 2.511886400E-09 3.479933184E-06
2.00000E-03 3.162277700E-05 5.486231692E+10
2.00000E-03 3.162277700E-06 7.796081378E+06
2.00000E-03 3.162277700E-07 8.830397926E+02
2.00000E-03 3.162277700E-08 7.676382729E-02
2.00000E-03 3.162277700E-09 8.014823977E-06
2.00000E-03 3.981071700E-05 1.084971081E+11
2.00000E-03 3.981071700E-07 2.253874815E+03
2.00000E-03 3.981071700E-08 2.096330799E-01
2.00000E-03 3.981071700E-09 2.117484319E-05
