0.002 0.00012589254 4700 1255 881 295.04635 190.02609 145.16302 65.201561 40.832602 31.190183 0 884.05384 145.20758
0.002 0.00015848932 4701 1303 892 190.38907 134.13054 109.69313 39.488913 26.691661 22.568021 0 896.25685 109.85804
0.002 0.00019952623 4677 1263 847 104.46104 75.397824 62.653736 20.517667 13.761142 11.791225 0 851.34769 62.728012
0.002 0.0001 4705 1273 869 398.03868 230.36758 162.5248 88.00723 50.302141 34.778884 0 872.83586 163.0118
0.002 0.00025118864 4699 1332 931 59.364685 43.161495 37.216837 10.298534 6.7744015 5.8987739 0 934.76318 36.925971
0.002 0.00031622777 4697 1348 936 22.604624 16.649388 14.895182 2.9601801 1.9400111 1.7453221 2 941.17659 14.902018
0.002 0.001 4682 1324 885 6.667483e-05 1.5979143e-05 1.5872915e-05 2.0529136e-09 1.0611894e-10 1.061077e-10 511 889.27322 1.5613505e-05
0.002 0.0031622777 4708 1316 948 3.7609259e-35 0 0 1.4144563e-69 0 0 948 953.46314 0
0.002 0.01 4665 1309 904 0 0 0 0 0 0 904 908.51037 0
0.002 0.031622777 4699 1270 862 0 0 0 0 0 0 862 866.48647 0
0.002 0.1 4643 1220 839 0 0 0 0 0 0 839 843.33917 0
0.002 1.2589254e-05 4672 1349 927 378.85169 25.781038 13.491752 57.971456 0.84298286 0.30226916 0 931.46241 13.634737
0.002 1.2589254e-06 4681 1282 884 6.3428328 0.25307621 0.12574197 0.026531256 9.1829165e-05 2.8355537e-05 0 887.42407 0.12697774
0.002 1.2589254e-07 4687 1317 893 0.065907734 0.0026861437 0.0012932557 2.8068451e-06 1.0760779e-08 3.361605e-09 0 897.0697 0.0013063275
0.002 1.2589254e-08 4704 1234 843 0.00068352362 2.6602528e-05 1.2714443e-05 2.9683662e-10 1.0681296e-12 3.0043175e-13 0 846.81431 1.2837861e-05
0.002 1.2589254e-09 4676 1310 935 6.6379262e-06 2.656749e-07 1.3763274e-07 2.9294748e-14 1.0063876e-16 3.2038742e-17 0 940.56982 1.3929573e-07
0.002 1.5848932e-05 4674 1279 859 501.54214 37.56675 18.885322 87.81517 1.8579445 0.60521265 0 863.2928 19.071334
0.002 1.5848932e-06 4686 1286 888 10.249876 0.42010633 0.21355488 0.06634355 0.00026148838 8.8843816e-05 0 892.91949 0.21605585
0.002 1.5848932e-07 4686 1302 913 0.10493273 0.0040967755 0.0021449245 7.517115e-06 2.527047e-08 7.8842328e-09 0 917.77488 0.0021696671
0.002 1.5848932e-08 4686 1292 889 0.0010562501 4.2891772e-05 2.1137728e-05 7.3116762e-10 2.7692951e-12 8.4536712e-13 0 893.36369 2.1430093e-05
0.002 1.5848932e-09 4668 1232 860 1.0703533e-05 3.9597708e-07 2.0488157e-07 7.7110471e-14 2.2971745e-16 8.159455e-17 0 864.31844 2.0697412e-07
0.002 1.9952623e-05 4685 1279 888 601.8957 56.947665 30.956099 114.32186 3.9111242 1.5699611 0 893.00785 31.289904
0.002 1.9952623e-06 4704 1264 868 16.554342 0.66823687 0.34282026 0.17888486 0.00072196558 0.00022637152 0 873.18187 0.34760323
0.002 1.9952623e-07 4678 1285 902 0.16632232 0.0064010402 0.0031450353 1.9180315e-05 6.4264504e-08 1.7471407e-08 0 906.69516 0.0031772149
0.002 1.9952623e-08 4675 1230 844 0.0016992906 6.1181086e-05 3.1025268e-05 1.9258824e-09 5.5994395e-12 1.9379399e-12 0 848.17792 3.136636e-05
0.002 1.9952623e-09 4674 1278 866 1.6003987e-05 6.6409653e-07 3.066371e-07 1.6415564e-13 6.8269759e-16 1.7596247e-16 0 869.15404 3.0939136e-07
0.002 1e-05 4645 1303 897 288.8875 15.667188 7.7608604 38.495155 0.34993984 0.10675322 0 900.34068 7.832337
0.002 1e-06 4674 1322 921 4.0441808 0.1691933 0.08623625 0.011018064 4.08518e-05 1.3420674e-05 0 923.79189 0.087070366
0.002 1e-07 4701 1286 923 0.04127356 0.0016410664 0.0008685111 1.1030857e-06 3.977844e-09 1.3321658e-09 0 927.95776 0.00087823138
0.002 1e-08 4668 1275 872 0.00041723089 1.5958468e-05 8.351463e-06 1.116451e-10 3.3889797e-13 1.2960354e-13 0 875.56939 8.4088708e-06
0.002 1e-09 4669 1267 855 4.1350905e-06 1.6936318e-07 7.9555729e-08 1.1337249e-14 4.2891602e-17 1.1895294e-17 0 858.64887 8.0348232e-08
0.002 2.5118864e-05 4669 1295 920 681.52783 83.538891 47.070432 136.95162 7.974522 3.4291929 0 925.23202 47.533187
0.002 2.5118864e-06 4663 1287 884 24.886134 0.99592374 0.50175136 0.40884839 0.0014715764 0.00044928531 0 887.78661 0.50589266
0.002 2.5118864e-07 4699 1261 885 0.265474 0.010141602 0.005191185 4.5319457e-05 1.552989e-07 4.9481636e-08 0 888.87118 0.0052370702
0.002 2.5118864e-08 4689 1232 830 0.0026720717 0.00010177269 4.923037e-05 4.7697255e-09 1.7238672e-11 4.7770456e-12 0 833.74491 4.9763656e-05
0.002 2.5118864e-09 4698 1292 873 2.7069407e-05 1.0692988e-06 5.1507334e-07 4.6402874e-13 1.6796364e-15 4.8435266e-16 0 877.00554 5.2065209e-07
0.002 3.1622777e-05 4688 1280 867 717.78408 121.49043 64.144425 149.35356 15.753344 6.2529021 0 871.059 64.670611
0.002 3.1622777e-06 4697 1270 898 40.811083 1.600379 0.85437875 1.064337 0.0040297469 0.001403504 0 902.23955 0.86372864
0.002 3.1622777e-07 4682 1285 900 0.41884513 0.01596982 0.0084649769 0.00011676915 3.6908e-07 1.2940481e-07 0 904.95327 0.0085664709
0.002 3.1622777e-08 4700 1280 897 0.0041821526 0.00016532837 8.4999602e-05 1.1505111e-08 4.1767331e-11 1.3325641e-11 0 901.32634 8.598758e-05
0.002 3.1622777e-09 4658 1323 912 4.0974425e-05 1.6739845e-06 8.5793676e-07 1.1445243e-12 4.0832679e-15 1.300063e-15 0 916.11883 8.6725562e-07
0.002 3.9810717e-05 4686 1273 891 711.91415 159.90649 93.939131 151.30719 25.071346 12.030559 0 895.01422 94.661896
0.002 3.9810717e-06 4711 1253 896 61.988492 2.4068726 1.2967106 2.3251166 0.0082047988 0.0030140703 0 900.58763 1.3095301
0.002 3.9810717e-07 4709 1279 859 0.67623706 0.026047771 0.01320505 0.0003113945 9.394713e-07 3.2423614e-07 0 863.00881 0.013350361
0.002 3.9810717e-08 4707 1274 872 0.0067576197 0.00025087265 0.00012637251 3.1041612e-08 8.8557229e-11 3.0010146e-11 0 875.74139 0.0001274125
0.002 3.9810717e-09 4684 1276 884 6.6161524e-05 2.4684108e-06 1.2788896e-06 2.8833981e-12 8.5098362e-15 2.8617991e-15 0 888.34423 1.290695e-06
0.002 5.0118723e-05 4697 1358 913 682.16321 218.41279 126.92896 147.13039 40.899672 20.246665 0 917.37717 127.82451
0.002 5.0118723e-06 4688 1267 906 97.186224 3.9701164 2.1302166 5.5196288 0.021965493 0.0079599951 0 910.53491 2.1560445
0.002 5.0118723e-07 4699 1277 895 1.0083101 0.039861779 0.020091472 0.00069813232 2.3414267e-06 7.2200661e-07 0 899.57986 0.020295202
0.002 5.0118723e-08 4665 1317 900 0.010301996 0.00040709408 0.00021221819 6.9190291e-08 2.3284796e-10 7.9598938e-11 0 905.22274 0.00021464818
0.002 5.0118723e-09 4678 1288 900 0.00010390881 4.115829e-06 2.0317596e-06 6.8326907e-12 2.6912677e-14 7.1206194e-15 0 904.68499 2.0519609e-06
0.002 6.3095734e-05 4686 1243 849 601.16587 227.93278 141.8318 133.49708 46.685789 26.147751 0 853.67878 142.70346
0.002 6.3095734e-06 4674 1259 859 143.99362 6.1565809 3.059416 11.524399 0.054805382 0.017320605 0 862.1496 3.084166
0.002 6.3095734e-07 4681 1257 871 1.6110316 0.06415643 0.032906852 0.0016745084 5.6068237e-06 1.9207199e-06 0 875.9691 0.033245856
0.002 6.3095734e-08 4677 1302 926 0.016920996 0.00066747498 0.00035121039 1.9432241e-07 6.3586464e-10 2.1481747e-10 0 930.89862 0.00035513595
0.002 6.3095734e-09 4696 1260 855 0.00016576902 6.6403739e-06 3.3767556e-06 1.8022073e-11 6.9995612e-14 2.0876618e-14 0 859.4295 3.4126626e-06
