2.00000E-03 1.258925400E-04 7.632354610E+11
2.00000E-03 1.584893200E-04 6.313543660E+11
2.00000E-03 1.995262300E-04 5.487852430E+11
2.00000E-03 1.000000000E-04 7.610816010E+11
2.00000E-03 2.511886400E-04 3.137434700E+11
2.00000E-03 3.162277700E-04 2.720139810E+11
2.00000E-03 1.000000000E-03 3.144860620E+06
2.00000E-03 1.258925400E-05 3.127911100E+09
2.00000E-03 1.258925400E-06 3.196439890E+05
2.00000E-03 1.258925400E-07 3.492060780E+01
2.00000E-03 1.258925400E-08 3.188981900E-03
2.00000E-03 1.258925400E-09 3.227525860E-07
2.00000E-03 1.584893200E-05 7.398996220E+09
2.00000E-03 1.584893200E-06 8.019825760E+05
2.00000E-03 1.584893200E-07 8.674290590E+01
2.00000E-03 1.584893200E-08 8.358194150E-03
2.00000E-03 1.584893200E-09 8.368361920E-07
2.00000E-03 1.995262300E-05 1.731513160E+10
2.00000E-03 1.995262300E-06 2.185787370E+06
2.00000E-03 1.995262300E-07 2.044955420E+02
2.00000E-03 1.995262300E-08 2.234495800E-02
2.00000E-03 1.995262300E-09 2.162460940E-06
2.00000E-03 1.000000000E-05 1.222432790E+09
2.00000E-03 1.000000000E-06 1.266925040E+05
2.00000E-03 1.000000000E-07 1.248643260E+01
2.00000E-03 1.000000000E-08 1.330071620E-03
2.00000E-03 1.000000000E-09 1.292482310E-07
2.00000E-03 2.511886400E-05 3.833641810E+10
2.00000E-03 2.511886400E-06 4.809134420E+06
2.00000E-03 2.511886400E-07 5.375828000E+02
2.00000E-03 2.511886400E-08 5.206836230E-02
2.00000E-03 2.511886400E-09 5.304542470E-06
2.00000E-03 3.162277700E-05 7.594564780E+10
2.00000E-03 3.162277700E-06 1.295147130E+07
2.00000E-03 3.162277700E-07 1.306239600E+03
2.00000E-03 3.162277700E-08 1.388405440E-01
2.00000E-03 3.162277700E-09 1.291139870E-05
2.00000E-03 3.981071700E-05 1.440692980E+11
2.00000E-03 3.981071700E-06 3.360445580E+07
2.00000E-03 3.981071700E-07 3.048551410E+03
2.00000E-03 3.981071700E-08 3.605863100E-01
2.00000E-03 3.981071700E-09 3.473657930E-05
2.00000E-03 5.011872300E-05 2.756531410E+11
2.00000E-03 5.011872300E-06 8.202945210E+07
2.00000E-03 5.011872300E-07 8.258974330E+03
