2, 2.07572587948e-06
5, 3.30512584344e-07
10, 2.98349971023e-07
50, 4.47620532971e-09
100, 1.0395993517e-09
150, 4.28700509836e-10
200, 2.34729676375e-10
250, 8.44197380058e-11
300, 5.20144487275e-11
350, 3.5167864708e-11
400, 2.57741291282e-11
450, 1.86475594331e-11
500, 1.39116294088e-11
550, 1.06368736375e-11
600, 7.62689908364e-12
650, 4.89467657208e-12
700, 2.71844155284e-12
750, 1.70786681508e-12
800, 1.72988805559e-12
810, 1.80482043661e-12
820, 1.92661971462e-12
830, 2.13511858082e-12
840, 2.21933059375e-12
850, 2.52614339859e-12
860, 2.38053186955e-12
870, 2.65929183422e-12
880, 2.7096550066e-12
890, 2.94971461498e-12
900, 2.9653093024e-12
950, 3.0679762973e-12
1000, 2.47399034262e-12
1100, 2.40836329689e-12
1200, 1.87207826024e-12
1300, 1.37904360922e-12
1400, 9.38533977735e-13
1500, 6.12866665169e-13
1600, 4.52107800235e-13
1700, 3.20960804562e-13
1800, 2.69659670801e-13
1900, 2.53968585422e-13
2000, 1.801084132e-13
2100, 1.35038000887e-13
2200, 1.07415758624e-13
2300, 8.42387667148e-14
2400, 5.71623401605e-14
2500, 3.81490739382e-14
2500, 8.70542543528e-15
2400, 5.77010877075e-15
2300, 3.91626435688e-15
2200, 3.04309843014e-15
2100, 2.2823592254e-15
2000, 1.76799893879e-15
1900, 1.3447885416e-15
1800, 9.11624524406e-16
1700, 6.48992981244e-16
1600, 4.25098918427e-16
1500, 2.66947587292e-16
1400, 1.69090808227e-16
1300, 1.03747108146e-16
1200, 9.00654037008e-17
1100, 9.50832461151e-17
1000, 8.30527467181e-17
950, 7.44920626758e-17
900, 6.01071311437e-17
890, 5.64071295657e-17
880, 4.99263710433e-17
870, 4.74189572995e-17
860, 4.13917701761e-17
850, 3.85173145288e-17
840, 3.29760019411e-17
830, 2.9009082958e-17
820, 2.47400173579e-17
810, 2.00115164396e-17
800, 1.55575068186e-17
750, 1.12763357916e-17
700, 4.13136912906e-17
650, 8.35810841152e-17
600, 1.40483073437e-16
550, 2.03231957388e-16
500, 2.8794662993e-16
450, 3.70463990096e-16
400, 4.75383386374e-16
350, 6.21859108625e-16
300, 7.86784870408e-16
250, 1.0506304896e-15
200, 1.77898382754e-15
150, 2.42619665707e-15
100, 3.79204951902e-15
50, 7.69311102306e-15
10, 3.94257532947e-14
5, 7.62823388083e-14
2, 1.85062319012e-13
