1500,  4.932816953466e-07, 1.173510568719e-07
1500,  3.536071191071e-08, 1.07417125772e-06
1600,  4.334040846054e-07, 3.445616265196e-06
1600,  3.618003644508e-08, 7.389822343384e-06
1700,  3.929325439667e-07, 1.475652703586e-06
1700,  3.768105033774e-08, 7.650453023089e-06
1800,  3.553759224508e-07, 1.760707299647e-05
1800,  3.927570596042e-08, 4.941980658923e-06
1900,  3.535550134757e-07, 1.967304358175e-05
1900,  4.103741535977e-08, 2.924313747155e-06
2000,  3.223316861262e-07, 1.220489542764e-06
2000,  4.239610899503e-08, 6.513278308251e-06
2100,  2.852922669792e-07, 1.29297611875e-05
2100,  4.454110632858e-08, 7.368308029054e-06
2200,  2.476309934682e-07, 1.279966941325e-06
2200,  4.61817089599e-08, 3.238860899479e-06
2300,  2.285556701477e-07, 8.206092380725e-06
2300,  4.92492929605e-08, 3.746909523539e-06
2400,  2.054806827105e-07, 1.352550644862e-05
2400,  5.173637549548e-08, 2.761454975797e-08
2500,  1.875542889714e-07, 3.384607769163e-06
2500,  5.475212760166e-08, 1.673976012917e-06
2600,  1.672657414494e-07, 9.214227256749e-06
2600,  5.932763004978e-08, 3.945173982167e-06
2700,  1.50490470502e-07, 4.157016924911e-06
2700,  6.452187805162e-08, 3.396532887834e-06
2800,  1.29920594746e-07, 4.563324164319e-06
2800,  7.571937141371e-08, 2.900295714703e-07
