2, 2.10478625989e-06
5, 3.38513505351e-07
10, 1.55060792759e-15
50, 3.22069797338e-16
100, 3.65342334883e-16
150, 4.65129623454e-16
200, 3.53990820271e-16
250, 2.30341398874e-16
300, 2.1409572721e-16
350, 2.23080700727e-16
400, 2.25327397143e-16
450, 2.32145355917e-16
500, 2.17986701582e-16
550, 1.63012909913e-16
600, 1.17638641338e-16
650, 6.9959065561e-17
700, 3.51422852828e-17
750, 9.41109158892e-18
800, 1.30217094254e-17
810, 1.66721650101e-17
820, 2.06861657409e-17
830, 2.4112708724e-17
840, 2.76413977281e-17
850, 3.2103767388e-17
860, 3.44196143481e-17
870, 3.96560999041e-17
880, 4.21657665534e-17
890, 4.74512874264e-17
900, 4.97739377148e-17
950, 6.27390589151e-17
1000, 1e-20
1100, 1e-20
1200, 1e-20
1300, 1e-20
1400, 1e-20
1500, 2.19841662682e-16
1600, 3.37245373099e-16
1700, 4.79963266101e-16
1800, 6.43914196246e-16
1900, 8.54968275358e-16
2000, 1.01806615541e-15
2100, 1.2088544123e-15
2200, 1.38558125721e-15
2300, 1.63505362189e-15
2400, 1.82505518103e-15
2500, 2.07024621833e-15
2600, 2.42740364643e-15
2700, 2.80796700298e-15
2800, 3.44502200263e-15
2900, 4.13430011958e-15
3000, 6.06529599635e-15
3000, 1.53282297046e-14
2900, 2.34766432236e-14
2800, 3.04486470479e-14
2700, 3.99600478869e-14
2600, 4.60595828128e-14
2500, 5.82183643858e-14
2400, 7.34936810049e-14
2300, 1.01077851028e-13
2200, 1.20393766084e-13
2100, 1.52616679387e-13
2000, 1.93670734666e-13
1900, 2.66721484711e-13
1800, 2.87595442806e-13
1700, 3.38027473964e-13
1600, 4.70864555502e-13
1500, 6.38016631733e-13
1400, 6.3095734448e-12
1300, 1.58489319246e-16
1200, 1.58489319246e-16
1100, 2.5118979992e-14
1000, 1.00000460518e-11
950, 3.16942150243e-12
900, 3.06994079486e-12
890, 3.02946542291e-12
880, 2.76480177745e-12
870, 2.71602648126e-12
860, 2.44136098555e-12
850, 2.57423386906e-12
840, 2.27445841067e-12
830, 2.18414768191e-12
820, 1.96998990195e-12
810, 1.8460863027e-12
800, 1.76962807612e-12
750, 1.74082053077e-12
700, 2.7806479017e-12
650, 5.01785375869e-12
600, 7.80304299684e-12
550, 1.0832781914e-11
500, 1.42920984782e-11
450, 1.90963339124e-11
400, 2.63112814356e-11
350, 3.60703203983e-11
300, 5.33027971591e-11
250, 8.6608795749e-11
200, 2.40826348065e-10
150, 4.37665183875e-10
100, 1.05799106503e-09
50, 4.55080262579e-09
5, 2.56784023824e-15
2, 6.67282906718e-15
