1	1e-07	1096.6927	1096.6927	0.79084704
1.4	1e-06	0.0039364063	0.0039364063	0.8914531
1.4	8e-07	0.26351961	0.26351961	0.78419479
1.6	1e-06	3.0444848e-08	3.0444848e-08	0.2385615
1.6	3e-07	296.62809	296.62809	0.76579524
1.6	2e-08	3.1838963	3.1838963	0.5215404
1.6	3e-08	14.828933	14.828933	0.54957337
1.6	5e-07	9.8046063	9.8046063	0.7471099
1.6	8e-07	0.00028083277	0.00028083277	0.13081393
1.7	1e-06	4.7842782e-09	4.7842782e-09	0.66125934
1.7	2e-06	7.7577902e-42	7.7577902e-42	1
1.1	2e-06	4.3289642e-09	4.3289642e-09	0.99999996
1	5e-08	105.26898	105.26898	0.69757593
1.1	2e-08	2.1239048	2.1239048	0.64681024
1.7	2e-08	3.0374873	3.0374873	0.49568695
1.7	2.5e-08	7.0563868	7.0563868	0.51636616
1.1	2.5e-08	4.9100049	4.9100049	0.62253102
1	1e-08	0.19877465	0.19877465	0.63504042
1.2	2e-08	1.6854011	1.6854011	0.63315244
1.5	2e-06	4.1595089e-33	4.1595089e-33	0.99999847
1.3	1e-06	0.11223984	0.11223984	0.80734049
1.7	3e-07	142.30978	142.30978	0.7289161
1.1	5e-07	2175.3735	2175.3735	0.94799436
1.4	3e-08	16.585193	16.585193	0.62190164
1.4	3e-07	1529.3277	1529.3277	0.8703914
1.9	3e-08	9.5237226	9.5237226	0.48358425
2.4	2.6e-08	3.2854334	3.2854334	0.40087496
2.4	2.4e-08	2.5099844	2.5099844	0.39939273
2.5	2e-07	21.813561	21.813561	0.61284347
8	5e-07	0.10254048	0.10254048	0.68489502
2.1	3e-08	7.7317675	7.7317675	0.43784561
8	2.6e-08	1.7655369	1.7655369	0.33580279
2.1	3.5e-08	13.680298	13.680298	0.47046072
1.8	1e-06	3.803909e-10	3.803909e-10	0.12004895
1.2	3e-07	2891.1738	2891.1738	0.88169028
1.1	3e-08	10.162111	10.162111	0.65923232
2.2	3.5e-08	12.30013	12.30013	0.46181197
2.2	3e-08	6.819234	6.819234	0.41922385
1.8	2e-08	2.6041263	2.6041263	0.47123744
2.2	4e-07	0.27093681	0.27093681	0.580272.3	
2.8	2.4e-08	1.3643957	1.3643957	0.34607044
3.7	1e-07	4.0085976	4.0085976	0.38907352
2	5e-09	0.0085241403	0.0085241403	0.40913413
2.4	2e-07	31.540076	31.540076	0.58176679
2.5	1.5e-07	54.439057	54.439057	0.60835881
2.5	3e-07	1.2401737	1.2401737	0.75317888
1	1.5e-07	188.7553	188.7553	0.63989907
2.1	2e-07	111.92996	111.92996	0.6617811
1.5	5e-07	19.244156	19.244156	0.68201064
1.8	2.5e-08	5.9658555	5.9658555	0.47876415
2.6	3e-07	0.61034863	0.61034863	0.54556055
3	1.5e-07	142.28039	142.28039	0.62867957
1.4	2e-06	2.0014802e-22	2.0014802e-22	0.99999958
2.2	2.6e-08	4.2737886	4.2737886	0.43261912
2.2	2.4e-08	3.2721584	3.2721584	0.43579504
2.2	2e-07	78.150606	78.150606	0.65291932
2.3	2.4e-08	2.8906744	2.8906744	0.41823477
2.3	3e-08	6.0072698	6.0072698	0.41251559
2.3	2e-07	53.721861	53.721861	0.66799764
2.7	3e-08	3.5093425	3.5093425	0.37742
2.8	3e-08	2.7207989	2.7207989	0.3381149
2.4	4e-07	0.031362413	0.031362413	0.3100309
2.4	3e-07	1.8613802	1.8613802	0.50522488
2.9	2e-07	3.9340372	3.9340372	0.52363103
3	1e-07	19.528518	19.528518	0.45814178
2.9	3e-08	8.1574222	8.1574222	0.3581116
3.5	1.5e-07	2.2470056	2.2470056	0.44553175
2.4	3.5e-08	8.77367		8.77367		0.41358824
2.5	2.6e-08	2.9591831	2.9591831	0.40331422
3.1	1e-07	17.412223	17.412223	0.46390409
2.6	4e-07	0.0030183747	0.0030183747	0.30452855
2.6	3e-08	4.0618058	4.0618058	0.38773872
3.2	1e-07	13.565166	13.565166	0.44572302
2.6	1.5e-07	35.055068	35.055068	0.56132961
2.7	3.5e-08	5.5793311	5.5793311	0.37740436
3	1e-08	0.038153401	0.038153401	0.27764412
1.4	2.5e-08	8.404366	8.404366	0.63244267
3.3	5e-08	6.8182679	6.8182679	0.35952275
3.3	1e-07	11.294886	11.294886	0.4425518
2.8	3.5e-08	4.7700649	4.7700649	0.3729184
3.4	1.5e-07	3.2909133	3.2909133	0.45590996
9	1.5e-07	14.647585	14.647585	0.52410683
3.4	2e-07	0.39858259	0.39858259	0.4603415
3.5	2e-07	0.36591932	0.36591932	0.46081631
3.5	1e-07	7.4285082	7.4285082	0.42342202
3	1e-06	8.3468874e-35	8.3468874e-35	0.10632972
3.5	5e-08	5.2986257	5.2986257	0.34110672
3.7	3e-08	1.2052258	1.2052258	0.26621481
3.7	5e-08	3.9375251	3.9375251	0.31989712
