1	1e-07	1063.1795	1063.1795	0.82868322
1.4	1e-06	0.00095019322	0.00095019322	0.30563718
1.4	8e-07	0.48583495	0.48583495	0.89135979
1.6	1e-06	9.2807574e-08	9.2807574e-08	0.99856297
1.6	2.5e-08	4.5010999	4.5010999	0.32408806
1.6	2e-08	1.9021874	1.9021874	0.33756542
1.6	3e-08	8.8726701	8.8726701	0.3293553
1.6	5e-07	3.267941	3.267941	0.27783317
1.6	3e-07	170.37726	170.37726	0.41341078
1.6	8e-07	0.00014433813	0.00014433813	0.02445655
1.7	1e-06	2.864416e-09	2.864416e-09	0.34559532
1.1	2e-06	9.2919919e-12	9.2919919e-12	0.9998178
1	5e-08	107.32307	107.32307	0.80344477
1.1	2e-08	2.5567258	2.5567258	0.63698847
1.7	2e-08	1.6650569	1.6650569	0.2894313
1.7	2.5e-08	3.91283	3.91283	0.29825606
1.1	2.5e-08	4.9949356	4.9949356	0.65726946
1	1e-08	0.20628535	0.20628535	0.65156255
1.2	2e-08	1.5191373	1.5191373	0.56001103
1.5	2e-06	2.3729731e-40	2.3729731e-40	0.012132163
1.3	1e-06	0.022366208	0.022366208	0.89818372
1.7	3e-07	66.68748	66.68748	0.35587257
1.1	5e-07	1939.5175	1939.5175	0.98793519
1.4	3e-08	13.607278	13.607278	0.52368163
1.4	3e-07	1423.5291	1423.5291	0.73640435
1.9	3e-08	4.5539728	4.5539728	0.23254407
2.4	2.6e-08	0.9390011	0.9390011	0.11499378
.4	2.4e-08	0.67667905	0.67667905	0.11177169
3	0.68238036
2.5	2e-07	4.3790995	4.3790995	0.14327673
07	0.0097282503	0.0097282503	0.02.4	2.1	3e-08	2.9721701	2.9721701	0.16536538
	2.6e-08	0.056334609	0.056334609	0.010939878
60382
2.1	3.5e-08	5.0361189	5.0361189	0.17538961
02243
1.8	1e-06	2.2453985e-16	2.2453985e-16	3.9299972e-05
1.2	3e-07	2674.8762	2674.8762	0.77666566
1.1	3e-08	9.5255077	9.5255077	0.71952949
2.2	3.5e-08	4.5241939	4.5241939	0.1692.2	3e-08	2.5857895	2.5857895	0.15873159
424
1.8	2e-08	1.2473147	1.2473147	0.22927734
2.2	4e-07	0.14832725	0.14832725	0.21458292.2.8	2.4e-08	0.065957556	0.065957556	0.016785857
3.7	1e-07	0.0087568645	0.0087568645	0.00083754582
9	0.0035926055	0.0035926055	0.17841554
2.4	2e-07	9.3899675	9.3899675	0.15251485
43566455
2.5	1.5e-07	8.9064215	8.9064215	0.098936664
9386
2.5	3.5e-08	1.4000011	1.4000011	0.07460712.5	3e-07	0.084034205	0.084034205	0.072185134
	1.5e-07	67.899416	67.899416	0.20707661
2.1	2e-07	50.409407	50.409407	0.27346107
1.5	5e-07	8.4428469	8.4428469	0.39542572
2.1	2.4e-08	1.3226787	1.3226787	0.15843725
1.8	2.5e-08	2.8407997	2.8407997	0.22429122
2.1	3e-07	9.1286222	9.1286222	0.23612943
2.2	1.5e-07	45.419102	45.419102	0.20079166
1.4	2e-06	8.5525643e-22	8.5525643e-22	0.99999962
2.2	2.6e-08	1.3590345	1.3590345	0.1413378
2.2	2.4e-08	1.1226948	1.1226948	0.15087999
2.2	2e-07	28.551165	28.551165	0.20877788
2.3	2.4e-08	0.82006079	0.82006079	0.11917563
2.3	3e-08	1.6224086	1.6224086	0.11118057
2.3	2e-07	18.399288	18.399288	0.2136777
2.7	3e-08	0.39624319	0.39624319	0.043612.8	3e-08	0.12822344	0.12822344	0.015888754
86
2.4	4e-07	0.0078838638	0.0078838638	0.054076948
2.4	3e-07	0.58533531	0.58533531	0.12252624
2.9	2e-07	0.38951856	0.38951856	0.05376183	1e-07	0.34453586	0.34453586	0.0075853683
0.002.9	3e-08	3.5	1.5e-07	0.12570556	0.12570556	0.023019242
4755938e-10	5.4755938e-10	3.1390023e-09

2.4	3.5e-08	1.9188441	1.9188441	0.09207414
2.5	2.6e-08	0.652583	0.652583	0.090984799
3.1	1e-07	1.4017455	1.4017455	0.03484689

2.6	4e-07	0.00028011705	0.00028011705	0.01630865
2.6	3e-08	0.46397427	0.46397427	0.045418685
3.2	1e-07	0.30131502	0.30131502	0.010007653
2.6	1.5e-07	4.3880364	4.3880364	0.073133439
2.7	3.5e-08	0.4798384	0.4798384	0.033269212
3	1e-08	0.0008426905	0.0008426905	0.0061943897
2.7	4e-07	3.9877119e-06	3.9877119e-06	0.0012730958
1.4	2.5e-08	7.157591	7.157591	0.53863971
2.7	3e-07	0.0088954559	0.0088954559	0.010066105
3.3	1e-07	0.12605732	0.12605732	0.0049700217
3.5e-08	0.20789223	0.20789223	0.016459538
3.4	1.5e-07	0.0091617556	0.0091617556	0.0012865006
.5e-07	0.83221337	0.83221337	0.028425864
3.4	2e-07	3.1452689e-05	3.1452689e-05	3.53.5	2e-07	1.4577814e-08	1.4577814e-08	1.6135551e-08
e-19
3.5	1e-07	0.030351776	0.030351776	0.0017204714
e-06	0	0	0
3.5	5e-08	0.12224138	0.12224138	0.0078835993

3.7	3e-08	0.010252239	0.010252239	0.0022667464
245
3.7	5e-08	0	0	0
181e-07	5.9222181e-07	0.00014790498
2.6	2.6e-08	0.41771957	0.41771957	0.06357006
2.8	3e-07	0.0046367337	0.0046367337	0.012778157
2.7	2.6e-08	0.25456283	0.25456283	0.044519851
3.1	3e-08	0.058240603	0.058240603	0.008994633	54	5e-09	7.2291307e-06	7.2291307e-06	0.00082968242
	0.35944314	0.35944314	0.026517196
3.1	1.5e-07	0.40486812	0.40486812	0.022590132
11
3.2	3e-08	0.034517461	0.034517461	0.0057052426
5	5e-09	0	0	0
024471913	0.00024471913	0.00018074489
3.2	2e-07	0.0094831402	0.0094831402	0.0038499754
1.4	5e-07	134.65826	134.65826	0.61205598
6874
6	1e-08	1.7978758e-05	1.7978758e-05	0.00048758268
	2.4e-08	0.13068529	0.13068529	0.030784309
3.4	1e-07	0.12069707	0.12069707	0.0052075209
7	1e-07	0	0	0
451483	0.12451483	0.0041184717
3.4	5e-08	0.019554418	0.019554418	0.0011411422
7	5e-09	0	0	0
4700965	0.00014700965	5.0616051e-05
-29
3.7	8e-08	0.058859166	0.058859166	0.0039889115
3.5	3e-08	0.039936583	0.039936583	0.0080686722
4	5e-07	1.6392255e-29	1.6392255e-29	1.1247014e-07
4	5e-08	0.012358488	0.012358488	0.0015857716
4	1e-08	0.00034602125	0.00034602125	0.0027351244
3.5	8e-08	0.062776542	0.062776542	0.0028827037
5	1e-08	0	0	0
9	1e-08	0	0	0
7	5e-08	0	0	0
8	1e-07	0	0	0
2789791	0.012789791	0.0022460738
8	5e-09	0	0	0
6	1e-07	0	0	0
6	5e-09	0	0	0
9	1e-07	0	0	0
5	1e-07	0	0	0
9	5e-08	4.0296934e-08	4.0296934e-08	9.1927722e-06
9	5e-09	0	0	0
7	1e-08	0	0	0
3.3	5e-08	0.1190084	0.1190084	0.0063094055
8	1e-08	0	0	0
