1	1e-07	1075.8473	1075.8473	0.75481958
1.4	1e-06	0.008809395	0.008809395	0.98535195
1.4	8e-07	0.18607931	0.18607931	0.74305521
1.6	1e-06	9.901124e-09	9.901124e-09	0.033777912
1.6	2.5e-08	7.7742785	7.7742785	0.55218485
1.6	2e-08	3.3489429	3.3489429	0.55520489
1.6	3e-08	14.86629	14.86629	0.56621748
1.6	5e-07	13.468816	13.468816	0.91622713
1.6	3e-07	310.61357	310.61357	0.92225927
1.6	8e-07	0.00053012659	0.00053012659	0.71491148
1.7	1e-06	1.0860649e-08	1.0860649e-08	0.99999813
1.7	2e-06	2.4398323e-41	2.4398323e-41	1
1.1	2e-06	9.3936087e-09	9.3936087e-09	1
1	5e-08	99.491348	99.491348	0.65504279
1.1	2e-08	2.027227	2.027227	0.6666602
1.7	2e-08	3.2861049	3.2861049	0.52346079
1.7	2.5e-08	7.8877383	7.8877383	0.58565599
1.1	2.5e-08	4.8635107	4.8635107	0.61727299
1	1e-08	0.1866132	0.1866132	0.63401761
1.2	2e-08	1.6370011	1.6370011	0.60635193
1.5	2e-06	1.0025769e-32	1.0025769e-32	0.9999997
1.3	1e-06	0.19242342	0.19242342	0.75197963
1.7	3e-07	182.70865	182.70865	0.84549518
1.1	5e-07	2508.3853	2508.3853	0.93603951
1.4	3e-08	16.652734	16.652734	0.63079746
1.4	3e-07	1469.2378	1469.2378	0.92054848
1.9	3e-08	10.623475	10.623475	0.53545109
2.4	2.6e-08	4.5176218	4.5176218	0.55444026
	0.9859282.4	2.4e-08	3.1080002	3.1080002	0.49721378
9999
2.5	2e-07	29.561318	29.561318	0.75331672
-07	0.13593274	0.13593274	0.9652.4	3e2.1	3e-08	9.2496646	9.2496646	0.52397496
6e-08	2.3771721	2.3771721	0.44496733
.90813908
1
2.1	3.5e-08	15.594886	15.594886	0.53851988
26735
1.8	1e-06	7.5855684e-10	7.5855684e-10	0.99994801
1.2	3e-07	2940.4302	2940.4302	0.89632124
1.1	3e-08	9.9618673	9.9618673	0.65402166
2.2	3.5e-08	15.245756	15.245756	0.58433032.2	3e-08	8.1899653	8.1899653	0.50893177
1.8	2e-08	2.8798662	2.8798662	0.51906468
2.2	4e-07	0.2937838	0.2937838	0.83221932.2.8	2.4e-08	1.9454701	1.9454701	0.49326393
3.7	1e-07	7.1512635	7.1512635	0.69886371
7467423
2	5e-09	0.0098486873	0.0098486873	0.49292012
2.4	2e-07	41.613825	41.613825	0.82165297
68037402
2.5	1.5e-07	78.033844	78.033844	0.82962616
96119
2.5	3.5e-08	10.150117	10.150117	0.54101582
2.5	3e-07	2.187562	2.187562	0.97290662
9
2.1	1.5e-07	237.58123	237.58123	0.82094647
2.1	2e-07	128.83431	128.83431	0.85556383
1.5	5e-07	28.300771	28.300771	0.73850397
2.1	2.4e-08	4.2797065	4.2797065	0.50949859
1.8	2.5e-08	6.5812881	6.5812881	0.54174179
2.1	3e-07	27.222977	27.222977	0.98019249
2.2	1.5e-07	185.3791	185.3791	0.81141915
1.4	2e-06	2.3018694e-23	2.3018694e-23	0.99999101
2.2	2.6e-08	5.4692349	5.4692349	0.5528612
2.2	2.4e-08	4.1307777	4.1307777	0.54469298
2.2	2e-07	100.78512	100.78512	0.86240921
2.3	2.4e-08	3.5845045	3.5845045	0.52215287
2.3	3e-08	7.9196913	7.9196913	0.54644493
2.3	2e-07	63.782009	63.782009	0.85305742
2.7	3e-08	4.8082399	4.8082399	0.51957842.8	3e-08	4.0479739	4.0479739	0.50699331
7191
2.4	4e-07	0.029873015	0.029873015	0.53308159
2.4	3e-07	1.6389201	1.6389201	0.64233433
2.9	2e-07	5.4962276	5.4962276	0.80760228
3	1e-07	29.140352	29.140352	0.70743338
502.93.5	1.5e-07	3.818829	3.818829	0.78976406
	2e-07	0.1122621	0.1122621	0.78360993
57746
2.4	3.5e-08	11.393687	11.393687	0.53944822
2.5	2.6e-08	4.0265523	4.0265523	0.56849029
3.1	1e-07	24.851315	24.851315	0.71156035
6	4e-07	0.0040197511	0.0040197511	0.96822145
2.6	3e-08	5.8726338	5.8726338	0.55940851
3.2	1e-07	23.747147	23.747147	0.72789906
966
2.6	1.5e-07	55.698498	55.698498	0.84610935
2.7	3.5e-08	7.7530349	7.7530349	0.52459826
3	1e-08	0.059736293	0.059736293	0.44200593
1.4	2.5e-08	7.9801152	7.9801152	0.63959979
3.3	5e-08	9.9739235	9.9739235	0.5281968
900043
3.3	1e-07	17.355509	17.355509	0.71684406
2.8	3.5e-08	6.7113988	6.7113988	0.52429305
3.4	1.5e-07	5.2127038	5.2127038	0.77633201
2.9	1.5e-07	21.391627	21.391627	0.79034827
3.4	2e-07	0.63554582	0.63554582	0.71773783.5	2e-07	0.59110207	0.59110207	0.85167716
87581
3.5	1e-07	12.574238	12.574238	0.71740632
3	1e-06	6.6007752e-43	6.6007752e-43	1
3.5	5e-08	9.2724689	9.2724689	0.58387231
7
3.7	3e-08	2.0507576	2.0507576	0.45729493
38324
3.7	5e-08	6.6464182	6.6464182	0.54907978
17867
2.6	2.6e-08	3.3597412	3.3597412	0.5068702
2.8	3e-07	0.3317713	0.3317713	0.83319793
2.7	2.6e-08	3.0370382	3.0370382	0.50659251
3.1	3e-08	3.3977988	3.3977988	0.52471641
4	5e-09	0.0027344806	0.0027344806	0.30987327
7	8.2775964	8.2775964	0.78722017
3.1	1.5e-07	12.20464	12.20464	0.79551216
719
3.2	3e-08	2.907935	2.907935	0.48067135
5	5e-09	0.0014393597	0.0014393597	0.27000768
2e-07	1.612783	1.612783	0.76680245
1.4	5e-07	196.91159	196.91159	0.83820955
3
6	1e-08	0.009803717	0.009803717	0.2691118
.7	2.4e-08	2.1697667	2.1697667	0.50573981
3.1	2e-07	2.0715084	2.0715084	0.75147789
7	1e-07	0.00019848571	0.00019848571	0.35536836
08	13.133883	13.133883	0.58189569
3.4	5e-08	9.7130007	9.7130007	0.57237494
7	5e-09	0.00036352098	0.00036352098	0.25739833
8e-08	9.8740599	9.8740599	0.66370654
3.5	3e-08	2.4051277	2.4051277	0.46693798
4	5e-07	8.9923737e-22	8.9923737e-22	0.99999829
5	5e-07	0	0	0
3.3	8e-08	18.923272	18.923272	0.63194588
4	5e-08	3.7636038	3.7636038	0.48707337
4	1e-08	0.041226571	0.041226571	0.3261944
3.5	8e-08	14.56734	14.56734	0.65466919
5	1e-08	0.01911932	0.01911932	0.26921858
9	1e-08	0.00056954184	0.00056954184	0.14922862
7	5e-08	0.034174957	0.034174957	0.33642077
8	1e-07	2.2458412e-05	2.2458412e-05	0.80250689
8	5e-09	0.00017153465	0.00017153465	0.24800916
6	1e-07	0.0055232788	0.0055232788	0.43992791
6	5e-09	0.00070862203	0.00070862203	0.24580878
9	1e-07	3.9795121e-07	3.9795121e-07	0.91103775
5	1e-07	0.094461848	0.094461848	0.54744974
9	5e-08	0.0010069611	0.0010069611	0.1746525
9	5e-09	7.1445945e-05	7.1445945e-05	0.22229004
7	1e-08	0.0041006948	0.0041006948	0.22859671
8	1e-08	0.0018590094	0.0018590094	0.21825937
