1000,  1.088779662473e-06, 2.666869850732e-06
1000,  2.414081900777e-08, 8.303205545346e-08
1100,  1.021176942122e-06, 4.174515927113e-05
1100,  2.678181464529e-08, 1.396775467288e-06
1200,  8.990337591374e-07, 4.111662255823e-05
1200,  2.785980036021e-08, 1.540526556099e-06
1300,  7.528734810944e-07, 5.119208235094e-06
1300,  2.670422631853e-08, 3.748330315023e-06
1400,  6.359368626763e-07, 2.506489211029e-05
1400,  2.339521280885e-08, 6.816460162984e-06
1500,  5.460419387845e-07, 1.395443233143e-05
1500,  2.317255918163e-08, 4.53876350015e-06
1600,  5.144782271098e-07, 4.315298209034e-05
1600,  2.366344658698e-08, 9.265177132178e-07
1700,  4.331237514172e-07, 5.998754142311e-07
1700,  2.378603206485e-08, 9.2614268139e-06
1800,  4.233845442958e-07, 1.926772887195e-05
1800,  2.440894450498e-08, 9.039475660444e-06
1900,  4.142838466087e-07, 9.783405362729e-06
1900,  2.547187999604e-08, 1.437445968921e-06
2000,  3.379807769687e-07, 8.975538528855e-06
2000,  2.558644801201e-08, 8.918968163574e-06
2100,  3.528035934901e-07, 8.904728078019e-06
2100,  2.602495576461e-08, 4.489910464756e-06
2200,  3.173474405351e-07, 1.942785617981e-05
2200,  2.663078693788e-08, 3.811719062163e-06
2300,  2.966408794381e-07, 1.466173468057e-05
2300,  2.731152810542e-08, 3.139477695147e-06
2400,  2.717308829714e-07, 3.59529177496e-06
2400,  2.763115251337e-08, 3.08789321668e-06
2500,  2.507615813969e-07, 1.354674771914e-05
2500,  2.879572384716e-08, 1.371711113585e-07
2600,  2.354789008614e-07, 1.779403829305e-05
2600,  2.966825478573e-08, 5.807180908146e-06
2700,  2.237762542516e-07, 5.456251719771e-06
2700,  3.060546624877e-08, 1.43773799266e-06
2800,  2.188547616246e-07, 1.563230545765e-05
2800,  3.148458694166e-08, 4.644459628889e-06
2900,  2.023396525945e-07, 1.363214347894e-05
2900,  3.224229891796e-08, 4.85549886875e-06
3000,  1.824899700892e-07, 1.469177601798e-07
3000,  3.390010161534e-08, 8.238570635921e-06
3100,  1.802644135413e-07, 9.951393673546e-07
3100,  3.348042790761e-08, 5.246065943432e-06
3200,  1.686681183509e-07, 5.556617934221e-06
3200,  3.414278945903e-08, 2.185393693566e-06
3300,  1.609344425404e-07, 9.634110520906e-06
3300,  3.453814432787e-08, 3.649290445384e-06
3400,  1.518458755246e-07, 8.119099325299e-06
3400,  3.558287213364e-08, 1.511961611911e-06
3500,  1.42730241296e-07, 3.807003387646e-06
3500,  3.665996111729e-08, 6.16717412294e-06
3600,  1.284473060038e-07, 3.999164887247e-06
3600,  3.726490341997e-08, 6.425994325099e-06
3700,  1.18625484713e-07, 5.68434548498e-06
3700,  3.779862484326e-08, 6.294193739542e-06
3800,  1.035111181605e-07, 3.243656618412e-06
3800,  3.91375828518e-08, 3.593892943687e-06
3900,  9.201084094268e-08, 2.246862498723e-06
3900,  4.191167328619e-08, 6.716169931309e-07
4000,  8.068113516368e-08, 1.404926530224e-06
4000,  4.318669802852e-08, 2.466587691874e-06
4100,  6.309573444802e-08, 0.04637120000137
4100,  6.309573444802e-08, 0.04637120000137
7100,  6.617348390442e-09, 7.669930862431e-06
