0.002 0.00012589254 4569 1246 776 234.90344 157.57245 115.4806 49.92 32.585912 24.424723 0
0.002 0.00015848932 4563 1283 823 155.98967 113.13551 91.276755 32.513682 22.519799 18.703931 0
0.002 0.00019952623 4553 1273 806 80.480142 59.900844 52.616625 15.07827 10.135681 9.1746016 0
0.002 0.0001 4578 1262 786 333.71054 204.1883 137.71497 72.70962 44.352023 29.283716 0
0.002 0.00025118864 4536 1272 805 43.046094 31.459543 27.36268 7.2154146 4.6862755 4.148612 0
0.002 0.00031622777 4539 1289 800 14.488414 10.52893 8.645307 1.7638691 1.1547462 0.90310138 2
0.002 0.001 4579 1305 815 0.00064963277 0.00058056108 2.4386715e-05 3.1372138e-07 3.0924005e-07 4.3948961e-10 523
0.002 0.0031622777 4540 1283 816 0 0 0 0 0 0 816
0.002 0.01 4574 1248 792 0 0 0 0 0 0 792
0.002 0.031622777 4591 1280 802 0 0 0 0 0 0 802
0.002 0.1 4570 1257 772 0 0 0 0 0 0 772
0.002 1.2589254e-05 4568 1287 831 425.46622 30.383012 13.694427 70.210574 1.2216983 0.34744192 0
0.002 1.2589254e-06 4579 1258 791 7.3466534 0.31779376 0.13544829 0.035573317 0.00017889705 4.2854239e-05 0
0.002 1.2589254e-07 4551 1274 816 0.073038277 0.0032397059 0.0013973149 3.5089962e-06 1.6714485e-08 3.9726015e-09 0
0.002 1.2589254e-08 4531 1289 811 0.0007457101 3.4021699e-05 1.471297e-05 3.7062318e-10 1.7203137e-12 4.7089953e-13 0
0.002 1.2589254e-09 4553 1249 775 7.2002212e-06 3.2614218e-07 1.4084944e-07 3.2791489e-14 1.6414053e-16 4.3180733e-17 0
0.002 1.5848932e-05 4558 1232 822 533.05427 42.714248 20.401143 97.838959 2.522082 0.79113535 0
0.002 1.5848932e-06 4578 1361 846 11.061288 0.580175 0.23377758 0.080562237 0.00047503941 0.00010341113 0
0.002 1.5848932e-07 4592 1301 845 0.11515782 0.0051479404 0.0023155017 8.6168169e-06 3.6418791e-08 1.0428441e-08 0
0.002 1.5848932e-08 4584 1280 822 0.0011906104 5.2949684e-05 2.2544618e-05 9.1226777e-10 4.4261252e-12 1.143434e-12 0
0.002 1.5848932e-09 4555 1264 801 1.1813873e-05 4.8889064e-07 2.0038469e-07 9.1762663e-14 3.5634393e-16 8.2023324e-17 0
0.002 1.9952623e-05 4593 1296 799 623.75916 70.571548 30.838913 121.83126 6.1544745 1.80375 0
0.002 1.9952623e-06 4573 1273 766 19.176742 0.82980331 0.33363334 0.23000903 0.0010824883 0.00026065278 0
0.002 1.9952623e-07 4590 1296 826 0.18573646 0.0081843423 0.0035513447 2.2137619e-05 9.9219119e-08 2.5607453e-08 0
0.002 1.9952623e-08 4556 1275 779 0.0018675913 7.954845e-05 3.2406732e-05 2.2872536e-09 8.9677954e-12 2.2206119e-12 0
0.002 1.9952623e-09 4534 1274 810 1.8674473e-05 8.0969503e-07 3.4867959e-07 2.2750019e-13 1.0825283e-15 2.5097066e-16 0
0.002 1e-05 4586 1298 827 328.37281 19.774597 8.3604187 46.89454 0.55450957 0.14170571 0
0.002 1e-06 4567 1274 809 4.8528163 0.2073927 0.085931363 0.015364617 6.8789783e-05 1.5338829e-05 0
0.002 1e-07 4524 1282 843 0.046860568 0.0020161663 0.00090191863 1.3855702e-06 6.2123337e-09 1.5716673e-09 0
0.002 1e-08 4542 1249 766 0.00046775181 2.1025793e-05 7.9461785e-06 1.3850599e-10 7.9581206e-13 1.3634714e-13 0
0.002 1e-09 4555 1226 765 4.6259854e-06 2.0231941e-07 8.2989132e-08 1.4167644e-14 6.9249541e-17 1.5869913e-17 0
0.002 2.5118864e-05 4576 1273 790 688.86435 99.069476 43.477672 141.11832 11.491517 3.3247972 0
0.002 2.5118864e-06 4555 1251 792 28.137153 1.297508 0.5424671 0.49344934 0.002638292 0.00061823438 0
0.002 2.5118864e-07 4584 1280 796 0.30005325 0.013486475 0.0054013224 5.8556939e-05 3.0368695e-07 6.2462474e-08 0
0.002 2.5118864e-08 4560 1313 822 0.0028934644 0.000133764 5.6036794e-05 5.3759291e-09 2.631819e-11 6.6885831e-12 0
0.002 2.5118864e-09 4547 1313 832 2.8304874e-05 1.3905382e-06 5.6056365e-07 5.217564e-13 3.0471766e-15 6.2550339e-16 0
0.002 3.1622777e-05 4552 1242 793 702.26358 130.62206 63.991806 146.62426 18.240481 6.7431888 0
0.002 3.1622777e-06 4544 1271 805 45.376586 1.8859576 0.85743937 1.2674614 0.0049826762 0.001517144 0
0.002 3.1622777e-07 4550 1269 787 0.48129561 0.020677867 0.0083696591 0.00014572393 6.5698018e-07 1.5853568e-07 0
0.002 3.1622777e-08 4566 1343 823 0.0047743461 0.00022275786 9.1096239e-05 1.4997304e-08 6.8997513e-11 1.676953e-11 0
0.002 3.1622777e-09 4558 1291 831 4.7714373e-05 2.1862953e-06 9.2307692e-07 1.4332904e-12 8.2440584e-15 1.695329e-15 0
0.002 3.9810717e-05 4582 1250 792 689.98364 173.92724 89.153866 148.12619 29.73972 12.190693 0
0.002 3.9810717e-06 4552 1303 814 69.232448 3.3947852 1.3973641 2.8809263 0.018141384 0.0042832182 0
0.002 3.9810717e-07 4537 1287 826 0.71282885 0.033489206 0.014922264 0.00032413222 1.7645328e-06 4.4286934e-07 0
0.002 3.9810717e-08 4540 1265 783 0.007453749 0.00034154371 0.00013121886 3.6140193e-08 1.9612963e-10 3.7330534e-11 0
0.002 3.9810717e-09 4595 1304 837 7.5205955e-05 3.2466625e-06 1.4557266e-06 3.6401548e-12 1.523795e-14 4.1867301e-15 0
0.002 5.0118723e-05 4561 1276 825 636.36961 215.65335 118.64201 140.87501 42.378605 19.563755 0
0.002 5.0118723e-06 4562 1246 817 102.91562 4.6327691 2.1827514 6.1176146 0.030771169 0.0093640593 0
0.002 5.0118723e-07 4596 1242 801 1.197504 0.049194959 0.020993006 0.00089353018 3.8972209e-06 9.2421989e-07 0
