0.4 0.00012589254 0.05435454 0.053736875 0 0.0
0.4 0.00015848932 0.055852156 0.054825462 0 0.0
0.4 0.00019952623 0.050653934 0.049408345 0 0.0
0.4 0.0001 0.04984552 0.049021627 0 0.0
0.4 0.00025118864 0.051851852 0.050823045 0 0.0
0.4 0.00031622777 0.048090815 0.04747162 0 0.0
0.4 1.2589254e-05 0.053953871 0.052512356 0 0.0
0.4 1.2589254e-06 0.050330033 0.04950495 0.0035340914 0.99999958
0.4 1.2589254e-07 0.054996922 0.05397086 0.02961107 0.57671779
0.4 1.2589254e-08 0.051155116 0.050330033 0.00045502397 0.66947834
0.4 1.2589254e-09 0.055144033 0.053909465 4.479038e-06 0.70511537
0.4 1.5848932e-05 0.050638123 0.049814739 0 0.0
0.4 1.5848932e-06 0.056128766 0.054890631 0.00085744998 0.94050024
0.4 1.5848932e-07 0.053011551 0.052392739 0.047528806 0.60511134
0.4 1.5848932e-08 0.048148148 0.047530864 0.00082390108 0.51252932
0.4 1.5848932e-09 0.055383982 0.053530986 8.3605376e-06 0.46130624
0.4 1.9952623e-05 0.057431042 0.055990119 0 0.0
0.4 1.9952623e-06 0.051720585 0.05007212 4.7683464e-05 1
0.4 1.9952623e-07 0.060935577 0.060114895 0.064099951 0.62898871
0.4 1.9952623e-08 0.054755043 0.053314121 0.001286415 0.6009572
0.4 1.9952623e-09 0.055304276 0.054276316 1.1427942e-05 0.40606976
0.4 1e-05 0.054537971 0.052891541 0 0.0
0.4 1e-06 0.050061805 0.048619695 0.0035668062 0.97213544
0.4 1e-07 0.048001648 0.046353523 0.022854918 0.54972514
0.4 1e-08 0.054399341 0.053162992 0.00027269778 0.69177176
0.4 1e-09 0.051435654 0.051022516 3.3070329e-06 0.48594157
0.4 2.5118864e-05 0.054470709 0.054265159 0 0.0
0.4 2.5118864e-06 0.054695562 0.053457172 1.3852227e-06 0.99999661
0.4 2.5118864e-07 0.047452032 0.04600784 0.06872313 0.82480935
0.4 2.5118864e-08 0.050370066 0.049547697 0.0022562304 0.48622995
0.4 2.5118864e-09 0.051667353 0.050020585 1.7610718e-05 0.61323652
0.4 3.1622777e-05 0.051361386 0.050123762 0 0.0
0.4 3.1622777e-06 0.057875155 0.057048367 2.4035589e-10 0.99999985
0.4 3.1622777e-07 0.059467272 0.058434854 0.05993211 0.7382802
0.4 3.1622777e-08 0.053667634 0.053253212 0.0029804182 0.6575658
0.4 3.1622777e-09 0.052631579 0.051809211 2.610716e-05 0.51294571
0.4 3.9810717e-05 0.057589469 0.056766763 0 0.0
0.4 3.9810717e-06 0.05091357 0.05029768 2.8948829e-19 0.8128789
0.4 3.9810717e-07 0.048679868 0.048061056 0.049061402 0.78503842
0.4 3.9810717e-08 0.054399341 0.052750876 0.0054386812 0.5752767
0.4 3.9810717e-09 0.046160215 0.045539226 4.0854107e-05 0.52835828
0.4 5.0118723e-05 0.05561277 0.054582904 0 0.0
0.4 5.0118723e-06 0.05907781 0.056813503 3.947771e-19 1
0.4 5.0118723e-07 0.05561277 0.054994851 0.033746185 0.80774515
0.4 5.0118723e-08 0.055258833 0.054437141 0.007152162 0.41788335
0.4 5.0118723e-09 0.051550626 0.050729102 6.3629493e-05 0.65953583
0.4 6.3095734e-05 0.056627 0.055601149 0 0.0
0.4 6.3095734e-06 0.053011551 0.051773927 2.6240194e-35 1
0.4 6.3095734e-07 0.05628866 0.054639175 0.028314051 0.88920892
0.4 6.3095734e-08 0.054059609 0.05282631 0.011359273 0.6903967
0.4 6.3095734e-09 0.055223573 0.053575108 0.00013286233 0.60248269
0.4 7.9432823e-05 0.05282631 0.051387461 0 0.0
0.4 7.9432823e-06 0.052249637 0.050590919 1.0452308e-45 0
0.4 7.9432823e-07 0.052523172 0.051905252 0.011205607 0.89658054
0.4 7.9432823e-08 0.052880658 0.051851852 0.016279677 0.53278383
0.4 7.9432823e-09 0.056393307 0.055980169 0.00019836291 0.59734381
0.45 0.00012589254 0.085889571 0.082617587 0 0.0
0.45 0.00015848932 0.09837749 0.095912918 0 0.0
0.45 0.00019952623 0.085696671 0.082408549 0 0.0
0.45 0.0001 0.088295688 0.086036961 0 0.0
0.45 0.00025118864 0.09352518 0.091469681 0 0.0
0.45 0.00031622777 0.090367632 0.088929965 0 0.0
0.45 1.2589254e-05 0.08937744 0.087939182 0 0.0
0.45 1.2589254e-06 0.090126997 0.088488324 0.0008231908 0.71857461
