0.002 0.00012589254 5000 1506 1410 937.95676 271.50876 252.66356 194.72268 53.99014 49.790777
0.002 0.00015848932 5000 1582 1467 1104.9248 333.94759 308.36386 261.82915 74.722595 68.640614
0.002 0.00019952623 5000 1514 1417 1144.0607 325.52433 304.95937 282.17442 74.494825 69.750988
0.002 0.0001 5000 1428 1335 727.71165 203.26881 188.49538 121.70064 33.09696 30.442471
0.002 0.00025118864 5000 1499 1395 995.2967 280.60639 262.83676 238.23975 62.387771 58.737092
0.002 0.00031622777 5000 1486 1390 729.96716 195.79215 184.64434 162.21181 40.062715 37.953856
0.002 0.001 5000 1537 1447 1.1632319 0.15977681 0.1520886 0.0077110601 0.00046745888 0.00044954266
0.002 0.0031622777 5000 1555 1443 1.8259884e-24 2.8481618e-28 2.822616e-28 7.820459e-49 2.0153656e-56 2.0147148e-56
0.002 1.2589254e-05 5000 1540 1418 16.410473 4.9604929 4.5178222 0.067957077 0.020237096 0.018269263
0.002 1.2589254e-06 5000 1514 1429 0.16579277 0.04932872 0.046036968 6.979287e-06 2.0623487e-06 1.9004222e-06
0.002 1.2589254e-07 5000 1500 1404 0.001638728 0.00049369807 0.00045534584 6.8009394e-10 2.0703923e-10 1.8835629e-10
0.002 1.2589254e-08 5000 1500 1399 1.6567864e-05 4.8605782e-06 4.4894144e-06 6.9646502e-14 2.023883e-14 1.8515077e-14
0.002 1.2589254e-09 4555 1357 1273 1.5007142e-07 4.386502e-08 4.0926452e-08 6.2848775e-18 1.82317e-18 1.6884001e-18
0.002 1.5848932e-05 5000 1477 1390 26.020242 7.6056002 7.1087401 0.1709433 0.04969901 0.046145833
0.002 1.5848932e-06 5000 1530 1431 0.26107736 0.077035033 0.071833079 1.7354538e-05 4.995995e-06 4.6274166e-06
0.002 1.5848932e-07 5000 1474 1384 0.0026347992 0.0007801985 0.00073570853 1.7670763e-09 5.3079753e-10 5.0299719e-10
0.002 1.5848932e-08 5000 1529 1423 2.6121343e-05 7.8788762e-06 7.342322e-06 1.7293267e-13 5.2015108e-14 4.8334206e-14
0.002 1.5848932e-09 5000 1512 1424 2.6070864e-07 7.7046026e-08 7.1742676e-08 1.7265673e-17 5.0156892e-18 4.6154156e-18
0.002 1.9952623e-05 5000 1490 1393 40.594819 11.850407 11.0307 0.41651566 0.1190189 0.1104954
0.002 1.9952623e-06 5000 1594 1477 0.40933628 0.12869455 0.11861522 4.2697937e-05 1.322351e-05 1.2109275e-05
0.002 1.9952623e-07 5000 1520 1435 0.0041319344 0.0012506792 0.0011803314 4.3407e-09 1.3178911e-09 1.2434095e-09
0.002 1.9952623e-08 5000 1518 1407 4.149543e-05 1.2594925e-05 1.1653063e-05 4.4036671e-13 1.3432768e-13 1.2374563e-13
0.002 1.9952623e-09 5000 1496 1411 4.1313287e-07 1.2171357e-07 1.1408562e-07 4.315917e-17 1.2662673e-17 1.1806121e-17
0.002 1e-05 5000 1489 1383 10.374622 3.1083068 2.9040392 0.027319725 0.008222914 0.0076945972
0.002 1e-06 5000 1515 1429 0.10526477 0.031576594 0.029876312 2.8082812e-06 8.4496959e-07 8.0014008e-07
0.002 1e-07 5000 1493 1396 0.0010368259 0.00030994511 0.00028913717 2.7264163e-10 8.1700859e-11 7.597704e-11
0.002 1e-08 5000 1517 1430 1.042153e-05 3.0841452e-06 2.8907733e-06 2.7452771e-14 8.0034396e-15 7.469493e-15
0.002 1e-09 5000 1495 1394 1.0392072e-07 3.0793085e-08 2.8493393e-08 2.7285545e-18 8.1437577e-19 7.4864808e-19
0.002 2.5118864e-05 4300 1288 1203 55.354903 16.295136 15.242162 0.88994109 0.25923597 0.24305532
0.002 2.5118864e-06 5000 1506 1417 0.65866167 0.19318749 0.18122711 0.00011007442 3.1548999e-05 2.9448075e-05
