1 1.25892541179e-06 5000 65 28 28
1 1.25892541179e-07 5000 67 37 35
1 1.58489319246e-07 5000 73 37 35
1 1.99526231497e-07 5000 52 21 20
1 1.99526231497e-08 5000 53 16 16
1 1e-06 5000 51 21 21
1 1e-07 5000 60 23 22
1 1e-06 4000 49 21 21
1 1e-07 4000 53 25 23
1 1e-08 5000 62 22 22
1 2.51188643151e-07 5000 37 15 15
1 2.51188643151e-08 5000 58 23 22
1 3.16227766017e-07 4000 47 17 17
1 3.16227766017e-08 4000 55 19 18
1 3.98107170553e-07 4000 55 24 22
1 3.98107170553e-08 5000 56 26 26
1 5.01187233627e-07 5000 70 21 20
1 5.01187233627e-08 4000 40 17 16
1 5e-07 5000 53 25 25
1 5e-08 4000 36 17 17
1 5e-09 4000 44 19 19
1 6.3095734448e-07 5000 62 24 23
1 6.3095734448e-08 5000 61 22 20
1 7.94328234724e-07 5000 61 25 25
1 7.94328234724e-08 5000 67 17 16
1.1 1.25892541179e-07 5000 37 16 16
1.1 1.58489319246e-07 5000 44 17 16
1.1 1.99526231497e-07 5000 58 22 21
1.1 1e-07 4000 38 20 17
1.1 1e-06 4500 35 10 10
1.1 2.51188643151e-07 5000 47 19 18
1.1 2.5e-08 5000 43 19 17
1.1 2e-06 4500 40 15 14
1.1 2e-08 5000 45 17 14
1.1 3.16227766017e-07 5000 53 26 25
1.1 3.16227766017e-08 5000 38 10 10
1.1 3.98107170553e-08 5000 45 15 15
1.1 3e-07 5000 47 19 18
1.1 3e-08 3500 30 10 10
1.1 5.01187233627e-08 5000 49 22 20
1.1 5e-07 4000 34 16 16
1.1 6.3095734448e-08 5000 46 21 18
1.1 7.94328234724e-08 4685 37 16 14
1.1 8e-07 5000 42 17 17
1.2 1.25892541179e-07 5000 41 19 17
1.2 1.58489319246e-07 4000 36 18 18
1.2 1.99526231497e-07 5000 44 16 16
1.2 1e-07 5000 53 17 16
1.2 1e-06 4500 47 17 17
1.2 2.51188643151e-07 5000 45 14 14
1.2 2.5e-08 5000 39 16 15
1.2 2e-06 4500 44 18 17
1.2 2e-08 4500 33 14 13
1.2 3.16227766017e-07 5000 51 20 20
1.2 3.16227766017e-08 5000 42 14 13
1.2 3.98107170553e-08 5000 53 20 18
1.2 3e-07 5000 41 16 14
1.2 3e-08 5000 45 18 18
1.2 5.01187233627e-08 5000 41 22 21
1.2 5e-07 5000 42 14 14
1.2 6.3095734448e-08 4000 26 9 9
1.2 7.94328234724e-08 3619 39 13 13
1.2 8e-07 5000 38 19 17
1.3 1.25892541179e-07 5000 57 18 18
1.3 1.58489319246e-07 5000 64 30 28
1.3 1e-07 5000 60 26 25
1.3 1e-06 5000 52 24 21
1.3 2.51188643151e-07 5000 47 23 22
1.3 2.5e-08 4500 44 18 17
1.3 2e-06 5000 61 24 24
1.3 2e-08 4500 55 21 20
1.3 3.16227766017e-07 5000 54 22 21
