2,2.10478625989500E-06,,
5,3.38518182120000E-07,,
10,1.51831541041300E-06,,
50,4.55080262578900E-09,,
100,1.67680283664600E-09,,
150,6.53831740891500E-10,,
200,2.40826348065200E-10,,
250,7.85387527335700E-11,,
300,5.58892137500100E-11,,
350,3.85828229454600E-11,,
400,3.17269263181000E-11,,
450,2.75450775869600E-11,,
500,2.34317108789800E-11,,
550,1.78048369121600E-11,,
600,8.78860609812000E-12,,
650,8.07279640937800E-12,,
700,4.61230480499300E-12,,
750,2.31938049174100E-12,,
800,2.28823171157500E-12,800,2.68765797123100E-12
810,2.42155311823700E-12,,
820,3.22506149415500E-12,,
830,3.69164558430100E-12,,
840,2.38484413308700E-12,,
850,4.22670560731000E-12,,
860,4.06143960957800E-12,,
870,4.23266600375200E-12,,
880,4.13900546663400E-12,,
890,4.35862996254100E-12,,
900,4.18564122731400E-12,900,4.74261641353000E-12
950,4.40086452938600E-12,,
1500,6.52198806909000E-13,,
1600,5.06521634927200E-13,,
1700,3.83631270416700E-13,,
1800,3.57844214429500E-13,,
1900,3.30725742388200E-13,,
2000,2.84869530626700E-13,,
2100,2.59095577451900E-13,,
2200,2.15149331002100E-13,,
2300,1.80655837744900E-13,,
2400,9.33675579751300E-14,,
2500,7.91859260501800E-14,,
2600,6.83244272852000E-14,,
2700,6.61484999292600E-14,,
2800,4.97649990368400E-14,,
2800,5.85161844246000E-15,,
2700,4.35626208249900E-15,,
2600,3.62132914563700E-15,,
2500,3.16997618852700E-15,,
2400,2.92034392001800E-15,,
2300,2.56016525910700E-15,,
2200,2.12220825730900E-15,,
2100,1.74174270403700E-15,,
2000,9.58791113175500E-16,,
1900,8.40206428416000E-16,,
1800,6.84526081381500E-16,,
1700,5.33971404378300E-16,,
1600,2.40137508288100E-16,,
1500,9.94063207761000E-17,,
950,4.30590059912700E-17,,
890,3.55102720896200E-17,,
900,3.35206166982900E-17,,
880,3.34991663922900E-17,,
870,3.21542215628300E-17,,
860,2.96824674346300E-17,,
850,2.86698882401600E-17,,
840,2.27616635731200E-17,,
830,2.48443706611000E-17,,
820,2.06758798611400E-17,,
810,1.68597837539500E-17,,
800,8.08931970717400E-18,,
750,6.52775731335800E-18,,
700,2.99547707365900E-17,,
650,4.56812521849000E-17,,
600,6.97114313532500E-17,,
550,8.43637740783800E-17,,
500,9.90685941259600E-17,,
450,1.61979479841900E-16,,
400,1.58175057133400E-16,,
350,1.50694013573100E-16,,
300,1.47269224537600E-16,,
250,1.63145087057600E-16,,
200,3.58243236642400E-16,,
150,4.72189146081500E-16,,
100,3.66557407262400E-16,,
50,3.21509640632800E-16,,
10,1.54506943046300E-15,,
5,2.53186182148000E-15,,
2,6.54802004172000E-15,,
