1500,6.23324216776800E-07
1600,5.67760271633000E-07
1700,5.09126848615900E-07
1800,4.73709397068200E-07
1900,4.79853868100100E-07
2000,4.31251878660100E-07
2100,4.00631414133700E-07
2200,3.53648646279900E-07
2300,3.44013115211500E-07
2400,3.17739347973000E-07
2500,2.97475360840400E-07
2600,2.81019851532900E-07
2700,2.69115058710200E-07
2800,2.62153101401700E-07
2900,2.46931218800800E-07
3000,2.25793273540900E-07
3100,2.16448210696600E-07
3200,2.01402566256100E-07
3300,1.94267879621000E-07
3400,1.90745367786700E-07
3500,1.75872525488800E-07
3600,1.58164859539400E-07
3700,1.57038088390800E-07
3800,1.43806328993500E-07
3900,1.32713468586300E-07
4000,1.21843397379100E-07
4100,1.07848224567400E-07
4200,1.05114105766400E-07
4300,1.04384977033900E-07
4400,9.19280398704400E-08
4500,8.95614260385200E-08
4600,8.59634822925400E-08
4700,8.33324211400000E-08
4800,7.57849555112900E-08
4900,7.18290297296500E-08
5000,6.67009470087800E-08
5000,2.82176602427600E-08
4900,2.76608804721500E-08
4800,2.64008554947700E-08
4700,2.53667600013000E-08
4600,2.49449133678600E-08
4500,2.42564923945400E-08
4400,2.27884611863000E-08
4300,2.38649758928000E-08
4200,2.16810344745200E-08
4100,2.11214631575500E-08
4000,2.20975436272000E-08
3900,2.25399526820500E-08
3800,2.29521831097100E-08
3700,2.37842795098100E-08
3600,2.49174732098900E-08
3500,2.47135423461300E-08
3400,2.47840912841100E-08
3300,2.41701307633500E-08
3200,2.39427483001300E-08
3100,2.36946337412700E-08
3000,2.34628627426700E-08
2900,2.27127123121700E-08
2800,2.23624817938600E-08
2700,2.15193921590000E-08
2600,2.05613677160000E-08
2500,1.99202140148600E-08
2400,1.96833493217800E-08
2300,1.90401339771200E-08
2200,1.84992874201500E-08
2100,1.83767623909900E-08
2000,1.83317953380900E-08
1900,1.85349748041500E-08
1800,1.71577367424800E-08
1700,1.64835594963200E-08
1600,1.64511779466100E-08
1500,1.70055624278000E-08
