2,2.10469902561200E-06,,
5,3.37958987245100E-07,,
10,3.12750490868200E-07,,
50,4.55080262578900E-09,,
100,1.05799106502700E-09,,
150,4.37665183874600E-10,,
200,2.40826348065200E-10,,
250,8.66087957490500E-11,,
300,5.33027971590900E-11,,
350,3.60696559645200E-11,,
400,2.63112814356200E-11,,
450,1.90963339124100E-11,,
500,1.42920984781600E-11,,
550,1.08327819139900E-11,,
600,7.80304299683800E-12,,
650,5.01785375869200E-12,,
700,2.78064790169700E-12,,
750,1.74082053076700E-12,,
800,1.76962807612200E-12,,
810,1.84608630270000E-12,,
820,1.96998990195100E-12,,
830,2.18414768191500E-12,,
840,2.27445841066900E-12,,
850,2.57423386906100E-12,,
860,2.44136098555300E-12,,
870,2.71602648125600E-12,,
880,2.76480177744800E-12,,
890,3.02946542291200E-12,,
900,3.06994079485700E-12,,
950,3.16942150242900E-12,,
1000,2.53661175090800E-12,,
1100,2.48977441612900E-12,,
1200,1.91615219060100E-12,,
1300,1.42079035419100E-12,,
1400,9.79855421726100E-13,,
1500,6.37966684710700E-13,,
1600,4.70595749243300E-13,,
1700,3.37562348724400E-13,,
1800,2.86936634414200E-13,,
1900,2.65951228020000E-13,,
2000,1.91972932922500E-13,,
2100,1.48400033848100E-13,,
2200,1.17312961918900E-13,,
2300,9.61227085779500E-14,,
2400,6.68196197696600E-14,,
2500,4.66923787833600E-14,,
2600,3.18742518621200E-14,,
2600,9.35685716709800E-15,,
2500,5.93280398719400E-15,,
2400,4.52316051519200E-15,,
2300,3.18534150135100E-15,,
2200,2.46185233586600E-15,,
2100,1.87684323801000E-15,,
2000,1.44662511281700E-15,,
1900,1.09587242729500E-15,,
1800,7.63698609739100E-16,,
1700,5.36312599637400E-16,,
1600,3.55127251370400E-16,,
1500,2.24730490660900E-16,,
1400,1.40512189134200E-16,,
1300,8.79893278217000E-17,,
1200,7.55916804352400E-17,,
1100,7.95976049056300E-17,,
1000,7.00180481438800E-17,,
950,6.27390589150800E-17,,
900,4.97741669328000E-17,,
890,4.74517244708900E-17,,
880,4.21661549162400E-17,,
870,3.96566477771500E-17,,
860,3.44202483866700E-17,,
850,3.21045066130500E-17,,
840,2.76419069062000E-17,,
830,2.41132639460100E-17,,
820,2.06866420629800E-17,,
810,1.66724721255100E-17,,
800,1.30218893282300E-17,,
750,9.41122160885300E-18,,
700,3.51492449286200E-17,,
650,7.00280446532700E-17,,
600,1.18511910683100E-16,,
550,1.68313906533500E-16,,
500,2.41887819731100E-16,,
450,3.06156863498900E-16,,
400,4.89260325600600E-16,400,3.97019648018900E-16
350,5.19280482910400E-16,,
300,6.58946263959400E-16,,
250,8.75326345452400E-16,,
200,1.47920375288400E-15,,
150,2.04312058756800E-15,,
100,3.18010895662300E-15,,
50,6.41277496404300E-15,,
10,3.28323523591400E-14,,
5,6.40707783564100E-14,,
2,1.52813597536200E-13,,
