2,1.3805368387410E-06,,
5,2.6161822814500E-07,,
10,7.0337673593030E-08,,
50,2.8220584204620E-09,,
100,7.0997000349790E-10,,
150,2.1958162766650E-10,,
200,1.2322192807730E-10,,
250,4.6713025876690E-11,,
300,2.6351539956100E-11,,
350,1.9309365356540E-11,,
400,1.6338869348060E-11,,
450,7.7174886598810E-12,,
500,5.4066966054050E-12,,
550,3.0997452273890E-12,,
600,2.0088800229490E-12,,
650,1.0002487101130E-12,,
700,3.9487532831230E-13,,
750,1.5907502494090E-13,800,6.7272257215470E-13
800,1.3692161089210E-13,,
810,1.3305708354830E-13,,
820,1.6571430509330E-13,,
830,1.5300160971100E-13,,
840,1.5807675058230E-13,,
850,1.6523954863650E-13,,
860,1.2506390932440E-13,,
870,1.5047557100370E-13,,
880,1.0252788532870E-13,,
890,6.9378355277880E-14,,
890,5.3478596370400E-14,,
880,2.0917414380490E-14,,
870,1.4059309773740E-14,,
860,1.0886643462210E-14,,
850,8.6147365363260E-15,,
840,6.9880177588930E-15,,
830,5.7576863103360E-15,,
820,4.8859610439930E-15,,
810,4.1505724590130E-15,,
800,3.6013223808140E-15,,
750,2.1395675377070E-15,,
700,1.9161874877540E-15,,
650,1.7798524470000E-15,,
600,9.9383434259870E-16,,
550,6.8230727200710E-16,,
500,5.1801459963590E-16,,
450,3.6337914606670E-16,,
400,2.7408546176800E-16,,
350,2.5084300799730E-16,,
300,2.2813294138410E-16,,
250,2.3895493269700E-16,,
200,3.6320682438940E-16,,
150,4.7729622556450E-16,,
100,3.6779853919920E-16,,
50,3.2177922399470E-16,,
10,1.5455391121440E-15,,
5,2.5327364466070E-15,,
2,6.5540839518650E-15,,
