0.002 0.00012589254 4700 1255 881 295.04635 190.02609 145.16302 65.201561 40.832602 31.190183
0.002 0.00015848932 4701 1303 892 190.38907 134.13054 109.69313 39.488913 26.691661 22.568021
0.002 0.00019952623 4677 1263 847 104.46104 75.397824 62.653736 20.517667 13.761142 11.791225
0.002 0.0001 4705 1273 869 398.03868 230.36758 162.5248 88.00723 50.302141 34.778884
0.002 0.00025118864 4699 1332 931 59.364685 43.161495 37.216837 10.298534 6.7744015 5.8987739
0.002 0.00031622777 4697 1348 936 22.604624 16.649388 14.895182 2.9601801 1.9400111 1.7453221
0.002 0.001 4682 1324 885 6.667483e-05 1.5979143e-05 1.5872915e-05 2.0529136e-09 1.0611894e-10 1.061077e-10
0.002 0.0031622777 4708 1316 948 3.7609259e-35 0 0 1.4144563e-69 0 0
0.002 0.01 4665 1309 904 0 0 0 0 0 0
0.002 0.031622777 4699 1270 862 0 0 0 0 0 0
0.002 0.1 4643 1220 839 0 0 0 0 0 0
0.002 1.2589254e-05 4672 1349 927 378.85169 25.781038 13.491752 57.971456 0.84298286 0.30226916
0.002 1.2589254e-06 4681 1282 884 6.3428328 0.25307621 0.12574197 0.026531256 9.1829165e-05 2.8355537e-05
0.002 1.2589254e-07 4687 1317 893 0.065907734 0.0026861437 0.0012932557 2.8068451e-06 1.0760779e-08 3.361605e-09
0.002 1.2589254e-08 4704 1234 843 0.00068352362 2.6602528e-05 1.2714443e-05 2.9683662e-10 1.0681296e-12 3.0043175e-13
0.002 1.2589254e-09 4676 1310 935 6.6379262e-06 2.656749e-07 1.3763274e-07 2.9294748e-14 1.0063876e-16 3.2038742e-17
0.002 1.5848932e-05 4674 1279 859 501.54214 37.56675 18.885322 87.81517 1.8579445 0.60521265
0.002 1.5848932e-06 4686 1286 888 10.249876 0.42010633 0.21355488 0.06634355 0.00026148838 8.8843816e-05
0.002 1.5848932e-07 4686 1302 913 0.10493273 0.0040967755 0.0021449245 7.517115e-06 2.527047e-08 7.8842328e-09
0.002 1.5848932e-08 4686 1292 889 0.0010562501 4.2891772e-05 2.1137728e-05 7.3116762e-10 2.7692951e-12 8.4536712e-13
0.002 1.5848932e-09 4668 1232 860 1.0703533e-05 3.9597708e-07 2.0488157e-07 7.7110471e-14 2.2971745e-16 8.159455e-17
0.002 1.9952623e-05 4685 1279 888 601.8957 56.947665 30.956099 114.32186 3.9111242 1.5699611
0.002 1.9952623e-06 4704 1264 868 16.554342 0.66823687 0.34282026 0.17888486 0.00072196558 0.00022637152
0.002 1.9952623e-07 4678 1285 902 0.16632232 0.0064010402 0.0031450353 1.9180315e-05 6.4264504e-08 1.7471407e-08
0.002 1.9952623e-08 4675 1230 844 0.0016992906 6.1181086e-05 3.1025268e-05 1.9258824e-09 5.5994395e-12 1.9379399e-12
0.002 1.9952623e-09 4674 1278 866 1.6003987e-05 6.6409653e-07 3.066371e-07 1.6415564e-13 6.8269759e-16 1.7596247e-16
0.002 1e-05 4645 1303 897 288.8875 15.667188 7.7608604 38.495155 0.34993984 0.10675322
0.002 1e-06 4674 1322 921 4.0441808 0.1691933 0.08623625 0.011018064 4.08518e-05 1.3420674e-05
0.002 1e-07 4701 1286 923 0.04127356 0.0016410664 0.0008685111 1.1030857e-06 3.977844e-09 1.3321658e-09
0.002 1e-08 4668 1275 872 0.00041723089 1.5958468e-05 8.351463e-06 1.116451e-10 3.3889797e-13 1.2960354e-13
0.002 1e-09 4669 1267 855 4.1350905e-06 1.6936318e-07 7.9555729e-08 1.1337249e-14 4.2891602e-17 1.1895294e-17
0.002 2.5118864e-05 4669 1295 920 681.52783 83.538891 47.070432 136.95162 7.974522 3.4291929
