2,  0.001467046906692, 8.152726692767e-05
2,  5.915207719568e-08, 4.141025544691e-06
5,  0.0005923249139346, 4.16741374929e-05
5,  3.791071715242e-08, 9.428482607099e-06
10,  0.0005652726849074, 2.677359693948e-07
10,  2.500621725351e-08, 1.107102590048e-06
50,  6.836235260372e-05, 5.360391354126e-05
50,  1.31141757627e-08, 5.51675668925e-06
100,  3.298868469788e-05, 6.596437923001e-05
100,  1.336826358347e-08, 8.132127177873e-06
150,  2.127144533518e-05, 4.003132712294e-05
150,  1.543014474312e-08, 4.556309353809e-06
200,  1.584181728668e-05, 2.941841161874e-05
200,  1.343562890416e-08, 7.248609823041e-06
250,  9.499943010628e-06, 5.059243686878e-05
250,  1.079622681611e-08, 6.576683960535e-06
300,  7.445913728632e-06, 4.25261556507e-05
300,  1.040109348904e-08, 1.232210092539e-05
350,  6.129358167751e-06, 4.37856942872e-05
350,  1.063934764817e-08, 5.685072438144e-06
400,  5.215224400825e-06, 5.216692667576e-05
400,  1.127122190115e-08, 1.018812602815e-05
450,  4.454315756956e-06, 2.063017514287e-05
450,  1.2172590161e-08, 2.620206884352e-06
500,  3.863393991102e-06, 3.648994704397e-05
500,  1.248857826849e-08, 4.459925614597e-06
550,  3.339973338127e-06, 8.092704657914e-05
550,  1.109800714293e-08, 2.25363997286e-06
600,  2.845162002457e-06, 7.499991272875e-05
600,  9.385469441502e-09, 5.620986469168e-06
650,  2.270460757586e-06, 5.370156394102e-05
650,  7.245460614201e-09, 8.486973113619e-06
700,  1.698141986392e-06, 3.93534351435e-05
700,  5.240563648354e-09, 1.205923764358e-05
750,  1.339837102447e-06, 1.32050626056e-05
750,  2.51837268372e-09, 1.874578767769e-07
800,  1.354790055021e-06, 5.629147978015e-05
800,  3.127951424017e-09, 9.25806833596e-06
810,  1.383630096025e-06, 4.270382784277e-05
810,  3.520302629234e-09, 9.151521416229e-06
820,  1.431165966348e-06, 4.977374398951e-05
820,  3.94051513579e-09, 9.864213152078e-06
830,  1.505112629651e-06, 4.717968915946e-05
830,  4.267789592448e-09, 2.299444121778e-06
840,  1.538179432626e-06, 4.757900358143e-05
840,  4.562102093963e-09, 8.00533632761e-06
850,  1.628962175094e-06, 8.863721080266e-05
850,  4.897630310192e-09, 8.098827323888e-06
860,  1.591292441785e-06, 1.725630047522e-05
860,  5.048030845985e-09, 5.811990112292e-06
870,  1.676246947515e-06, 6.497678076167e-05
870,  5.440176624135e-09, 2.477249966937e-06
880,  1.68992332382e-06, 6.061019893311e-05
880,  5.673433908446e-09, 2.220045014933e-06
890,  1.778279410039e-06, 2.039593208991e-06
890,  5.965927893396e-09, 6.681544309384e-06
900,  1.790457431382e-06, 4.25127036574e-05
900,  6.078914009108e-09, 5.529439219831e-06
950,  1.807432137104e-06, 9.330415486009e-06
950,  6.898489379237e-09, 9.104885987377e-06
1000,  1.604903780227e-06, 5.413054846404e-05
1000,  7.851633150659e-09, 3.929714540885e-06
1100,  1.592065751824e-06, 7.455813379975e-05
1100,  8.357088475203e-09, 1.98167670451e-06
1200,  1.396149740698e-06, 6.581317564658e-05
1200,  8.151827856e-09, 7.929888515168e-06
1300,  1.205116409294e-06, 1.342735418675e-05
1300,  8.848262534692e-09, 2.883797435516e-06
1400,  1.003302743933e-06, 5.253166622499e-05
1400,  1.106519316996e-08, 4.571291269073e-06
1500,  8.080235154789e-07, 3.568407958721e-05
1500,  1.388644249358e-08, 6.431983224253e-06
1600,  6.96852720727e-07, 8.965393935689e-06
1600,  1.712166517918e-08, 3.209430769591e-06
1700,  5.928133837451e-07, 2.553823540641e-06
1700,  2.034702880922e-08, 5.784045320034e-06
1800,  5.491980670114e-07, 2.669126802246e-05
1800,  2.353320077308e-08, 7.546230240241e-06
1900,  5.25661294236e-07, 1.523311063156e-05
1900,  2.716864630753e-08, 9.776120166727e-06
2000,  4.50854075668e-07, 2.272676864079e-05
2000,  2.963514114368e-08, 1.466698669184e-06
2100,  4.021332649929e-07, 3.709447546907e-06
2100,  3.212543374111e-08, 2.222145083941e-06
2200,  3.585832507376e-07, 1.978116088441e-05
2200,  3.437391510219e-08, 7.282976874468e-06
2300,  3.274319088913e-07, 1.093898218585e-05
2300,  3.70261878356e-08, 5.609738638057e-06
2400,  2.83351815754e-07, 9.127602314418e-06
2400,  3.899590466672e-08, 3.671107092096e-06
2500,  2.544438744421e-07, 7.148084661956e-07
2500,  4.153124974918e-08, 7.714448762908e-06
2600,  2.28182849916e-07, 3.908244753603e-06
2600,  4.445329934036e-08, 3.673569140439e-06
2700,  2.106434697893e-07, 4.559510556668e-06
2700,  4.755574613384e-08, 5.811300585634e-06
2800,  1.926238238689e-07, 5.274883254192e-06
2800,  5.181124162311e-08, 3.467099986221e-06
2900,  1.67881561493e-07, 2.289200663697e-06
2900,  5.669033194897e-08, 1.271559269878e-06
3000,  1.450193652875e-07, 4.563421294179e-06
3000,  6.25246112266e-08, 5.803001013049e-08
3100,  1.205269037528e-07, 1.735562196181e-07
3100,  7.190614397737e-08, 1.978627228283e-06
3200,  8.102182101659e-08, 3.459250028648e-07
3200,  7.884823932292e-08, 2.753885477436e-06
