0.6 2e-08 0.61197209 2.4397224	0.36138432
0.6 3.5e-08 1.8741645 22.681591	0.3615429
0.6 3e-08 1.3769372 12.283819	0.36151693
0.6 4.5e-08 3.0981087 61.439406	0.36175497
0.6 4e-08 2.4478884 38.537794	0.36158142
0.6 5e-08 3.8248256 93.136866	0.36178778
0.6 2.5e-08 5.8224598 5.821933	0.36423694
0.6 2e-06 1030.6425 817.19145	0.49365862
0.6 2e-08 2.5588579 2.5585963	0.37035369
0.6 3e-06 0.097054035 0.15019988	0.48069259
0.6 3e-08 12.429341 12.427388	0.37948642
0.6 1.5e-06 2.7377624e-14 11801.424	0.48129514
0.6 1e-06 1.2167833e-14 81672.247	0.43489465
0.6 2.5e-06 7.6048957e-14 19.481217	0.450246
0.6 2e-06 4.8671332e-14 689.38383	0.43318332
0.6 3.5e-06 1.4905596e-13 0.00045582885	0.69713384
0.6 3e-06 1.095105e-13 0.10056179	0.38184026
0.6 4.5e-06 2.4639862e-13 9.6201645e-11	0.24420647
0.6 4e-06 1.9468533e-13 1.7686601e-06	0.72888844
0.6 5e-06 3.0419583e-13 1.1461589e-13	0.44684906
0.6 5e-07 135666.96 132572.09	0.40136062
0.6 1.5e-08 8.3488845 0.7695171	0.37337382
0.6 1e-08 3.7106153 0.15220174	0.37335582
0.6 2.5e-08 23.191346 5.9123039	0.37343354
0.6 2e-08 14.842461 2.4274036	0.37339193
0.6 3.5e-08 45.455038 22.565581	0.37353618
0.6 3e-08 33.395538 12.225863	0.37347094
0.6 4.5e-08 75.139961 61.151751	0.37357439
0.6 4e-08 59.369845 38.348849	0.37356534
0.6 5e-08 92.765383 92.724681	0.37359233
0.7 1.5e-08 2.1925251 2.1921954	0.36487531
0.7 1e-06 1211.4205 1595.8136	0.38481014
0.7 1e-08 0.42822141 0.42819052	0.36314503
0.7 2.5e-08 16.311443 16.302777	0.35535753
0.7 2e-06 0.0012586386 0.00073408706	0.43181428
0.7 2e-08 6.6535421 6.6516695	0.36602817
0.7 3e-06 1.1309974e-13 1.7813794e-14	0.31695267
0.7 3e-08 33.465743 33.452799	0.36888516
0.7 5e-06 0 1.863885e-47	0.89892931
0.7 5e-08 238.91881 238.34525	0.36074378
0.7 8e-06 0 0	1
0.8 1.5e-08 1.9160083 1.9151812	0.34864615
0.8 1.5e-06 58.786699 0.00098897148	0.3269379
0.8 1e-06 26.127422 23.6435	0.4719942
0.8 2.5e-06 163.29639 2.7554871e-19	0.32674673
0.8 2e-06 104.50969 7.521908e-11	0.20327718
0.8 3.5e-06 320.06092 3.2108333e-40	0.85370835
0.8 3e-06 235.1468 3.9719038e-28	0.93654816
0.8 4.5e-06 529.0803 1.4653333e-78	0.14077605
0.8 4e-06 418.03875 2.6916456e-57	0.12057073
0.8 5e-06 653.18555 1.5734714e-89	0.55631244
0.8 1e-07 2419.3698 2454.4034	0.36373888
0.8 1.5e-08 0.88675845 1.9824487	0.36278003
0.8 1e-08 0.39411487 0.39409288	0.36269752
0.8 2.5e-08 2.4632179 14.993927	0.36323769
0.8 2e-08 1.5764595 6.2097021	0.36284127
0.8 3.5e-08 4.8279071 55.970018	0.36366025
0.8 3e-08 3.5470338 30.618529	0.3631736
0.8 4.5e-08 7.9808261 146.76494	0.36377645
0.8 4e-08 6.3058379 93.454029	0.36369634
0.8 5e-08 9.8528717 218.05792	0.36488782
0.8 2.5e-08 14.231579 14.224031	0.34940295
0.8 2e-06 4.0262428e-10 3.0220614e-10	0.40559924
0.8 2e-08 6.2496931 6.2456738	0.35311129
0.8 3e-06 4.0625925e-28 3.0100917e-28	0.75131716
0.8 3e-08 30.467536 30.430374	0.34905032
0.8 1.5e-06 0 0.00036810386	0.28393806
0.8 1e-06 0 25.965006	0.4244235
0.8 2.5e-06 0 8.8068833e-20	0.13481001
0.8 2e-06 0 1.572951e-10	0.67686062
0.8 3.5e-06 0 1.8321657e-40	0.99746155
0.8 3e-06 0 2.0280133e-29	0.92552068
0.8 4.5e-06 0 2.2473196e-73	0.00016422887
0.8 4e-06 0 9.5642704e-56	0.72560566
0.8 5e-06 0 1.7909295e-86	0.52275517
0.8 5e-07 7618.0819 7111.3804	0.45492388
0.8 1.5e-08 21.112417 2.1283351	0.35935909
0.8 1e-08 9.3832966 0.42310549	0.3592659
0.8 2.5e-08 58.645603 16.086769	0.35977737
0.8 2e-08 37.533186 6.6651624	0.3595239
0.8 3.5e-08 114.94538 59.995673	0.36030473
0.8 3e-08 84.449669 32.89042	0.36006379
0.8 4.5e-08 190.01176 156.93907	0.36137708
0.8 4e-08 150.13274 100.3607	0.36059079
0.8 5e-08 234.58241 234.48856	0.36184898
0.9 1.5e-08 0.90701868 0.90693367	0.34384034
0.9 1e-06 1566.5382 1394.8664	0.45218598
0.9 1e-08 0.16687477 0.1668626	0.33797218
0.9 2.5e-08 6.7422425 6.738159	0.34160622
0.9 2e-06 0.0026948533 0.0027013643	0.56225324
0.9 2e-08 2.675886 2.6749837	0.34140798
0.9 3e-06 1.6941759e-13 2.4064378e-13	0.16585475
0.9 3e-08 13.900724 13.886557	0.34404012
0.9 5e-06 0 5.7622616e-45	0.39080271
0.9 5e-08 98.731111 98.501488	0.35687895
1 1.5e-08 0.4047044 0.40461461	0.33636953
1.0 1.5e-06 904.02499 0.96989432	0.42587899
1 1e-06 401.78889 342.69961	0.44726738
1.0 2.5e-06 2511.1805 3.8838785e-09	0.39536555
1.0 2e-06 1607.1555 0.00038361114	0.36935534
1.0 3.5e-06 4921.9138 1.1177223e-22	0.14298542
1.0 3e-06 3616.1 1.6866049e-15	0.43157892
1.0 4.5e-06 8136.2249 5.1999698e-39	0.59922486
1.0 4e-06 6428.6222 2.0538947e-28	0.8015764
1.0 5e-06 10044.722 2.3759605e-51	0.043619908
1 1e-07 608.06406 605.22348	0.32550203
1.0 1.5e-08 0.18229385 0.40865554	0.33221077
1 1e-08 0.081019487 0.081008714	0.33209776
1.0 2.5e-08 0.5063718 3.1166559	0.33241941
1.0 2e-08 0.32407795 1.2846566	0.33230009
1.0 3.5e-08 0.99248872 11.759503	0.33290603
1.0 3e-08 0.72917539 6.4112848	0.33266149
1.0 4.5e-08 1.6406446 31.423524	0.33365689
1.0 4e-08 1.2963118 19.854601	0.33315771
1.0 5e-08 2.0254872 47.189853	0.3337261
1 2.5e-08 3.1606022 3.1588756	0.33503417
1 2e-06 0.00023577607 0.0001569712	0.37647094
1 2e-08 1.2239984 1.2236936	0.32803256
1 3e-06 1.1976006e-14 5.5355561e-16	0.20765127
1 3e-08 6.3422089 6.3360158	0.32634718
1.0 1.5e-06 0 0.90075535	0.39331093
1.0 1e-06 0 399.91513	0.46242671
1.0 2.5e-06 0 9.4317707e-09	0.51650957
1.0 2e-06 0 0.00059892219	0.61629468
1.0 3.5e-06 0 3.1680801e-23	0.12488094
1.0 3e-06 0 1.4758699e-14	0.43591993
1.0 4.5e-06 0 1.1728579e-40	0.39688926
1.0 4e-06 0 2.4529252e-29	0.77846994
1 5e-06 0 3.1728832e-47	0.9768714
1 5e-07 8715.068 7954.3119	0.39857043
1.0 1.5e-08 4.1931585 0.4014026	0.32045727
1.0 1e-08 1.863626 0.079576442	0.32039342
1.0 2.5e-08 11.647662 3.063227	0.32073535
1.0 2e-08 7.454504 1.2625952	0.32057286
1.0 3.5e-08 22.829418 11.573541	0.32110141
1.0 3e-08 16.772634 6.3043997	0.32096532
1.0 4.5e-08 37.738426 30.958206	0.32177061
1.0 4e-08 29.818016 19.540026	0.32149337
1 5e-08 46.59065 46.529264	0.32180179
1.1 1e-06 112.876 128.03846	0.42034697
1.1 1e-08 0.03832239 0.038320596	0.31887376
1.1 5e-06 0 8.4937494e-56	0.97932143
1.1 5e-08 20.765431 20.733055	0.32210837
1.2 1.5e-06 58.894087 0.01203953	0.31758295
1.2 1e-06 26.17515 14.995691	0.43008616
1.2 2.5e-06 163.59469 2.0871271e-13	0.61131227
1.2 2e-06 104.7006 3.6609365e-07	0.67766381
1.2 3.5e-06 320.64558 2.3875016e-32	0.67758556
1.2 3e-06 235.57635 3.5990737e-20	0.95495056
1.2 4.5e-06 530.04678 3.6067083e-54	0.25794521
1.2 4e-06 418.8024 1.6545173e-40	0.406026
1.2 5e-06 654.37874 1.217972e-72	0.0043603656
1.2 1e-07 154.56434 154.74749	0.30895913
1.2 1.5e-08 0.047411926 0.10616608	0.30526214
1.2 1e-08 0.021071967 0.021070734	0.30517153
1.2 2.5e-08 0.1316998 0.806869	0.30562778
1.2 2e-08 0.084287869 0.33321166	0.30542909
1.2 3.5e-08 0.2581316 3.032932	0.30607231
1.2 3e-08 0.1896477 1.6571204	0.30590948
1.2 4.5e-08 0.42670734 8.0427719	0.30707425
1.2 4e-08 0.33715148 5.1002372	0.30643801
1.2 5e-08 0.52679918 12.038363	0.30740799
1.2 1.5e-06 0 0.0084794185	0.41678058
1.2 1e-06 0 18.112482	0.41650448
1.2 2.5e-06 0 1.2821948e-13	0.32400195
1.2 2e-06 0 2.6566024e-07	0.47502695
1.2 3.5e-06 0 3.2921119e-29	0.72797221
1.2 3e-06 0 9.8563725e-23	0.41540551
1.2 4.5e-06 0 1.377558e-57	0.91336501
1.2 4e-06 0 2.8094513e-42	0.0013558257
1.2 5e-06 0 1.885228e-65	0.17062299
1.2 5e-07 1332.4892 1274.1894	0.42186739
1.2 1.5e-08 1.0961963 0.10671373	0.30423789
1.2 1e-08 0.48719838 0.02117795	0.30410419
1.2 2.5e-08 3.0449898 0.81170078	0.3046533
1.2 2e-08 1.9487935 0.3351534	0.30436907
1.2 3.5e-08 5.9681801 3.0561841	0.30532021
1.2 3e-08 4.3847854 1.6675142	0.30496025
1.2 4.5e-08 9.8657671 8.105459	0.30591854
1.2 4e-08 7.795174 5.1421304	0.30563955
1.2 5e-08 12.179959 12.157297	0.3068301
1.3 1.5e-07 265.21341 261.36359	0.33608563
1.3 1e-06 1.4875923 1.5255133	0.47848416
1.3 1e-07 83.778128 82.760926	0.31951693
1.3 2e-08 0.20699589 0.20691082	0.3013752
1.3 5e-07 373.42231 358.74503	0.41034976
1.3 5e-08 7.9531991 7.9152036	0.31382196
1.3 7e-07 63.904667 51.720442	0.41606208
1.3 8e-08 40.90043 40.627253	0.31714052
1.4 1.5e-07 134.4965 132.8098	0.3289571
1.4 1e-06 0.036290214 0.027245278	0.40371651
1.4 1e-07 47.683258 46.958997	0.31390177
1.4 2e-08 0.12513674 0.12505337	0.28782161
1.4 5e-07 87.147989 82.41232	0.44819897
1.4 5e-08 4.6678906 4.6288294	0.29818279
1.4 7e-07 7.5625918 9.2457648	0.47293672
1.4 8e-08 24.224845 24.123302	0.30578089
1.5 1e-06 0.00092611634 0.00062969959	0.51323824
1.5 5.5e-07 0.00028015019 6.7594454	0.39211808
1.5 5e-07 0.00023152909 12.577163	0.38065853
1.5 6.5e-07 0.00039128416 1.2244569	0.47193208
1.5 6e-07 0.00033340188 3.5064469	0.47311336
1.5 7.5e-07 0.00052094044 0.22733713	0.47877402
1.5 7e-07 0.00045379701 0.62005794	0.37161197
1.5 8.5e-07 0.00066911906 0.020651596	0.4344835
1.5 8e-07 0.00059271446 0.05157533	0.36500926
1.5 9.5e-07 0.00083582 0.0029384641	0.49019892
1.5 9e-07 0.00075015424 0.0039732445	0.44896124
1.5 1e-07 27.082916 26.433794	0.32555747
1.5 1.5e-08 0.012186753 0.027140959	0.28227829
1.5 1e-08 0.0054163345 0.0054150662	0.28202032
1.5 2.5e-08 0.033852091 0.20343045	0.28348673
1.5 2e-08 0.021665338 0.084672123	0.28280098
1.5 3.5e-08 0.066350098 0.74675487	0.28516477
1.5 3e-08 0.048747011 0.41196001	0.28396241
1.5 4.5e-08 0.10968077 1.9148734	0.28773894
1.5 4e-08 0.086661352 1.2388113	0.28606445
1.5 5e-08 0.13540836 2.8268448	0.28818059
1.5 5e-06 0 1.1854237e-159	1
1.5 1e-06 53.535817 0.00031999176	0.40837111
1.5 5.5e-07 16.194585 7.3837021	0.42605311
1.5 5e-07 13.383954 14.428065	0.45366143
1.5 6.5e-07 22.618883 1.1319943	0.36247533
1.5 6e-07 19.272894 2.6455636	0.41043308
1.5 7.5e-07 30.113897 0.15974983	0.44138154
1.5 7e-07 26.23255 0.49836545	0.49783322
1.5 8.5e-07 38.679628 0.017049983	0.35340627
1.5 8e-07 34.262923 0.051786319	0.38605409
1.5 9.5e-07 48.316075 0.0018177005	0.48890919
1.5 9e-07 43.364012 0.0060549925	0.44004744
1.5 1.5e-08 0.26437453 0.028386921	0.29875664
1.5 1e-08 0.11749979 0.0056650761	0.29849553
1.5 2.5e-08 0.7343737 0.21228824	0.29991572
1.5 2e-08 0.46999917 0.088367644	0.29926988
1.5 3.5e-08 1.4393724 0.77361587	0.30084833
1.5 3e-08 1.0574981 0.43001859	0.30050111
1.5 4.5e-08 2.3793708 1.9860552	0.3032456
1.5 4e-08 1.8799967 1.2828195	0.30213794
1.5 5e-08 2.9374948 2.9170855	0.30412547
1.6 1.5e-07 35.951347 34.992747	0.34331281
1.6 1e-07 16.28552 15.959614	0.30479185
1.6 5e-07 4.040366 3.663704	0.45313207
1.6 5e-08 1.7804659 1.755936	0.28942164
1.6 7e-07 0.059138635 0.047104303	0.41394766
1.6 8e-08 8.90981 8.7627991	0.30233063
1.7 1.5e-07 18.884707 17.674589	0.32942033
1.7 1e-07 9.6154926 9.238945	0.30744691
1.7 5e-07 0.89600084 0.84933217	0.44470894
1.7 5e-08 1.1910452 1.1891741	0.27930431
1.7 7e-07 0.006272075 0.007232624	0.44820687
1.7 8e-08 5.3722656 5.2244851	0.29953951
1.8 1.5e-07 11.985867 11.511955	0.33930046
1.8 1e-07 6.3825421 6.2888681	0.3114942
1.8 5e-07 0.39048888 0.42419695	0.42662543
1.8 5e-08 0.78541866 0.77875721	0.27513976
1.8 7e-07 0.0028998422 0.002085316	0.42416583
1.8 8e-08 3.4843491 3.4478558	0.28994686
1.9 1.5e-07 8.531753 8.0705025	0.33960689
1.9 1e-07 3.9835532 3.929083	0.29433069
1.9 5e-07 0.30777883 0.27877157	0.45383028
1.9 5e-08 0.54626644 0.53716005	0.26791472
1.9 7e-07 0.0021910402 0.0027565756	0.54932283
1.9 8e-08 2.2471167 2.2201259	0.2914297
2.1 1.5e-07 2.85003 2.6396985	0.33520282
2.1 1e-07 1.6821428 1.6463595	0.29164797
2.1 5e-07 0.016303499 0.0145547	0.40834273
2.1 5e-08 0.25427268 0.25165296	0.25929059
2.1 7e-07 1.7086342e-05 2.335856e-05	0.54359354
2.1 8e-08 1.0434256 1.0132234	0.28490292
2.2 1.5e-07 1.7555278 1.6928608	0.34042677
2.2 1e-07 1.0232333 0.97525125	0.29274932
2.2 5e-07 0.0054248481 0.0055668479	0.41660482
2.2 5e-08 0.17749683 0.17388397	0.26618953
2.2 7e-07 3.6014615e-06 1.1571654e-06	0.33879365
2.2 8e-08 0.65072873 0.62631032	0.27928918
2.0 1e-06 3.0916199e-10 1.1162423e-10	0.40753372
2.0 1e-07 2.5684254 2.5009824	0.30742884
2.0 1e-08 0.00083163477 0.00083147269	0.25687891
2.0 5e-06 0 4.3728137e-283	1
2.0 5e-07 0.063608312 0.076583333	0.46201234
2.0 5e-08 0.37717439 0.37099235	0.26602147
