2,2.13054150945e-06
5,3.45185067397e-07
10,3.0897120028e-07
50,4.61729901232e-09
100,1.07439505306e-09
150,4.45682929393e-10
200,2.46305437762e-10
250,8.85763948341e-11
300,5.44592931311e-11
350,3.68804320397e-11
400,2.67916832482e-11
450,1.94990745633e-11
500,1.46344363466e-11
550,1.10076344818e-11
600,7.96097023219e-12
650,5.09220641886e-12
700,2.83639035559e-12
750,1.7702638465e-12
800,1.80524437317e-12
810,1.88306798599e-12
820,2.01070334307e-12
830,2.22809651834e-12
840,2.32394582651e-12
850,2.61719450625e-12
860,2.49599666079e-12
870,2.76680148435e-12
880,2.81410307025e-12
890,3.10121588615e-12
900,3.16358858623e-12
950,3.22219633991e-12
1000,2.58256939458e-12
1100,2.54089079559e-12
1200,1.95503258373e-12
1300,1.45784717631e-12
1400,1.00984332695e-12
1500,6.54961843835e-13
1600,4.87506039104e-13
1700,3.52975043158e-13
1800,3.03189390522e-13
1900,2.7716730561e-13
2000,2.03571042175e-13
2100,1.61052696279e-13
2200,1.27895127733e-13
2300,1.06055207986e-13
2400,7.76686935441e-14
2500,6.06292226475e-14
2600,4.70348756303e-14
2700,4.08516874004e-14
2800,3.00804272152e-14
2900,2.14625836092e-14
3000,1.000004605185302e-14
3000,9.999953948413019e-15
2900,5.5769146753e-15
2800,4.36081838512e-15
2700,3.55747617316e-15
2600,2.98450286409e-15
2500,2.47461704504e-15
2400,2.17938521346e-15
2300,1.89037515162e-15
2200,1.53819005803e-15
2100,1.30268076342e-15
2000,1.05280514828e-15
1900,8.45485180945e-16
1800,6.14910628887e-16
1700,4.36763160534e-16
1600,2.98624888086e-16
1500,1.92526271376e-16
1400,1.19547362779e-16
1300,7.67213082844e-17
1200,6.49827370912e-17
1100,6.82737881162e-17
1000,6.02135177525e-17
950,5.39575224377e-17
900,4.21820808733e-17
890,4.07731251286e-17
880,3.6382622476e-17
870,3.38046154569e-17
860,2.92128547942e-17
850,2.73631442552e-17
840,2.36770722832e-17
830,2.06905483175e-17
820,1.76808036003e-17
810,1.41850868773e-17
800,1.11398668517e-17
750,8.05193017308e-18
700,3.07194899057e-17
650,5.98543887469e-17
600,1.01319724448e-16
550,1.39775160622e-16
500,1.84317257576e-16
450,1.98244889237e-16
400,1.92669956798e-16
350,1.8728629574e-16
300,1.81133175111e-16
250,1.96164312263e-16
200,3.06125847172e-16
150,3.95665332669e-16
100,3.10878007675e-16
50,2.75067955831e-16
10,1.49279440958e-15
5,2.22484622929e-15
2,5.69025854983e-15
