2,1.17496248397200E-03
5,5.11486293213200E-04
10,2.65212506479300E-04
50,5.31230498038400E-05
100,2.66452623086700E-05
150,1.48182869342700E-05
200,1.11005372877700E-05
250,6.83469281509400E-06
300,5.13337510377900E-06
350,4.39424229606700E-06
400,4.04213673050000E-06
450,2.77803683558800E-06
500,2.32523044135500E-06
550,1.76060933411900E-06
600,1.41734964738700E-06
650,1.00017961776700E-06
700,6.28391063202100E-07
750,3.98842105275900E-07
800,3.70029202755800E-07
810,3.64769904937700E-07
820,4.07080219481700E-07
830,3.91154201960000E-07
840,3.97588670088000E-07
850,4.06496677276000E-07
860,3.53643760477100E-07
870,3.87911808280800E-07
880,3.20199758477000E-07
890,2.63397713122000E-07
890,2.31254397515800E-07
880,1.44628539301500E-07
870,1.18571960318400E-07
860,1.04339079266600E-07
850,9.28156050259100E-08
840,8.35943643967300E-08
830,7.58794195440100E-08
820,6.98996498130900E-08
810,6.44249366240500E-08
800,6.00110188283300E-08
750,4.62554595448700E-08
700,4.37742788376200E-08
650,4.21882975124600E-08
600,3.15251382645500E-08
550,2.61210120785400E-08
500,2.27599340868100E-08
450,1.90625062902700E-08
400,1.65555266231000E-08
350,1.58380241191000E-08
300,1.51040703581500E-08
250,1.54581671842700E-08
200,1.90579858429300E-08
150,2.18471102337200E-08
100,1.91780744393000E-08
50,1.79382057072200E-08
10,3.93133452169100E-08
5,5.03262997507900E-08
2,8.09572970884300E-08
