2.00000E-03 1.258925400E-04 2.151840200E+08 1.075737500E+08
2.00000E-03 1.584893200E-04 2.487767800E+08 1.243672800E+08
2.00000E-03 1.995262300E-04 2.666822500E+08 1.333184900E+08
2.00000E-03 1.000000000E-04 1.463624300E+08 7.316879700E+07
2.00000E-03 2.511886400E-04 2.255303800E+08 1.127460500E+08
2.00000E-03 3.162277700E-04 1.298216700E+08 6.489982100E+07
2.00000E-03 1.000000000E-03 1.169816900E+04 5.848091800E+03
2.00000E-03 3.162277700E-03 8.263423200E-35 4.131010400E-35
2.00000E-03 1.258925400E-05 1.623182500E+05 8.114535000E+04
2.00000E-03 1.258925400E-06 1.612692600E+01 8.062094600E+00
2.00000E-03 1.258925400E-07 1.667387200E-03 8.335521200E-04
2.00000E-03 1.258925400E-08 1.641806300E-07 8.207638500E-08
2.00000E-03 1.258925400E-09 1.776240500E-11 8.879695300E-12
2.00000E-03 1.584893200E-05 3.909485000E+05 1.954410700E+05
2.00000E-03 1.584893200E-06 3.982618200E+01 1.990971200E+01
2.00000E-03 1.584893200E-07 4.138947800E-03 2.069122700E-03
2.00000E-03 1.584893200E-08 4.363065400E-07 2.181162500E-07
2.00000E-03 1.584893200E-09 4.280016300E-11 2.139645000E-11
2.00000E-03 1.995262300E-05 9.845610800E+05 4.921970000E+05
2.00000E-03 1.995262300E-06 1.072729900E+02 5.362739400E+01
2.00000E-03 1.995262300E-07 1.029178900E-02 5.145021100E-03
2.00000E-03 1.995262300E-08 1.009778100E-06 5.048033700E-07
2.00000E-03 1.995262300E-09 1.070822500E-10 5.353204100E-11
2.00000E-03 1.000000000E-05 6.673526700E+04 3.336197100E+04
2.00000E-03 1.000000000E-06 6.566370900E+00 3.282628300E+00
2.00000E-03 1.000000000E-07 6.787473400E-04 3.393160800E-04
2.00000E-03 1.000000000E-08 6.941954800E-08 3.470388300E-08
2.00000E-03 1.000000000E-09 6.786542000E-12 3.392695200E-12
2.00000E-03 2.511886400E-05 2.326680200E+06 1.163142700E+06
2.00000E-03 2.511886400E-06 2.608682700E+02 1.304120000E+02
2.00000E-03 2.511886400E-07 2.710407900E-02 1.354974000E-02
2.00000E-03 2.511886400E-08 2.617456900E-06 1.308506300E-06
2.00000E-03 2.511886400E-09 2.734805400E-10 1.367170600E-10
2.00000E-03 3.162277700E-05 5.522625900E+06 2.760844400E+06
2.00000E-03 3.162277700E-06 6.472862800E+02 3.235882100E+02
2.00000E-03 3.162277700E-07 7.249040200E-02 3.623905000E-02
2.00000E-03 3.162277700E-08 6.791084700E-06 3.394966100E-06
2.00000E-03 3.162277700E-09 6.411238500E-10 3.205075200E-10
2.00000E-03 3.981071700E-05 1.232250500E+07 6.160206800E+06
2.00000E-03 3.981071700E-06 1.669577600E+03 8.346471200E+02
2.00000E-03 3.981071700E-07 1.556280100E-01 7.780079800E-02
2.00000E-03 3.981071700E-08 1.759293500E-05 8.794974900E-06
2.00000E-03 3.981071700E-09 1.670266600E-09 8.349915800E-10
2.00000E-03 5.011872300E-05 2.868596800E+07 1.434055000E+07
2.00000E-03 5.011872300E-06 4.097522900E+03 2.048413700E+03
2.00000E-03 5.011872300E-07 4.163675500E-01 2.081484500E-01
