0.002 0.000125892541179 1157 5781.0 5781.0 4917.0 0.0
0.002 0.000158489319246 1157 5781.0 5781.0 4949.0 0.0
0.002 0.000199526231497 1157 5781.0 5781.0 4920.0 0.0
0.002 0.000251188643151 1157 5781.0 5781.0 4942.0 0.0
0.002 0.000316227766017 1157 5781.0 5781.0 4942.0 0.0
0.002 0.000398107170553 1157 5781.0 5781.0 4911.0 0.0
0.002 0.000501187233627 1157 5781.0 5781.0 4888.0 0.0
0.002 0.00063095734448 1157 5781.0 5781.0 4918.0 0.0
0.002 0.000794328234724 1157 5781.0 5781.0 4916.0 0.0
0.002 0.00125892541179 1157 5781.0 5781.0 4899.0 0.0
0.002 0.00158489319246 1157 5781.0 5781.0 4924.0 0.0
0.002 0.00199526231497 1157 5781.0 5781.0 4941.0 0.0
0.002 0.00251188643151 1157 5781.0 5781.0 4914.0 0.0
0.002 0.00316227766017 1157 5781.0 5781.0 4942.0 0.0
0.002 0.00398107170553 1157 5781.0 5781.0 4870.0 0.0
0.002 0.00501187233627 1157 5781.0 5781.0 4862.0 0.0
0.002 0.0063095734448 1157 5781.0 5781.0 4939.0 0.0
0.002 0.00794328234724 1157 5781.0 5781.0 4933.0 0.0
0.002 0.01 1157 5781.0 5781.0 4884.0 0.0
0.002 1.25892541179e-05 1157 5781.0 5781.0 4912.0 0.0
0.002 1.25892541179e-06 1157 5781.0 5781.0 4936.0 0.0
0.002 1.25892541179e-07 1157 5781.0 5781.0 4895.0 0.0
0.002 1.58489319246e-05 1157 5781.0 5781.0 4956.0 0.0
0.002 1.58489319246e-06 1157 5781.0 5781.0 4921.0 0.0
0.002 1.58489319246e-07 1157 5781.0 5781.0 4918.0 0.0
0.002 1.99526231497e-05 1157 5781.0 5781.0 4914.0 0.0
0.002 1.99526231497e-06 1157 5781.0 5781.0 4899.0 0.0
0.002 1.99526231497e-07 1157 5781.0 5781.0 4936.0 0.0
0.002 1e-05 1157 5781.0 5781.0 4948.0 0.0
0.002 1e-06 1157 5781.0 5781.0 4962.0 0.0
0.002 1e-07 1157 5781.0 5781.0 4893.0 0.0
0.002 2.51188643151e-05 1157 5781.0 5781.0 4943.0 0.0
0.002 2.51188643151e-06 1157 5781.0 5781.0 4935.0 0.0
0.002 2.51188643151e-07 1157 5781.0 5781.0 4890.0 0.0
0.002 3.16227766017e-05 1157 5781.0 5781.0 4860.0 0.0
0.002 3.16227766017e-06 1157 5781.0 5781.0 4873.0 0.0
0.002 3.16227766017e-07 1157 5781.0 5781.0 4852.0 0.0
0.002 3.98107170553e-05 1157 5781.0 5781.0 4864.0 0.0
0.002 3.98107170553e-06 1157 5781.0 5781.0 4896.0 0.0
0.002 3.98107170553e-07 1157 5781.0 5781.0 4854.0 0.0
0.002 5.01187233627e-05 1157 5781.0 5781.0 4862.0 0.0
0.002 5.01187233627e-07 1157 5781.0 5781.0 4953.0 0.0
0.002 6.3095734448e-05 1157 5781.0 5781.0 4926.0 0.0
0.002 6.3095734448e-07 1157 5781.0 5781.0 4891.0 0.0
0.002 7.94328234724e-05 1157 5781.0 5781.0 4909.0 0.0
0.002 7.94328234724e-07 1157 5781.0 5781.0 4907.0 0.0
0.004 0.000125892541179 1157 5781.0 5781.0 4929.0 553.0
0.004 0.000158489319246 1157 5781.0 5781.0 4887.0 606.0
0.004 0.000199526231497 1157 5781.0 5781.0 4928.0 554.0
0.004 0.000251188643151 1157 5781.0 5781.0 4916.0 644.0
0.004 0.000316227766017 1157 5781.0 5781.0 4874.0 547.0
0.004 0.000398107170553 1157 5781.0 5781.0 4908.0 529.0
0.004 0.000501187233627 1157 5781.0 5781.0 4933.0 593.0
0.004 0.00063095734448 1157 5781.0 5781.0 4917.0 566.0
0.004 0.000794328234724 1157 5781.0 5781.0 4911.0 594.0
0.004 0.00125892541179 1157 5781.0 5781.0 4906.0 625.0
0.004 0.00158489319246 1157 5781.0 5781.0 4909.0 730.0
0.004 0.00199526231497 1157 5781.0 5781.0 4930.0 821.0
0.004 0.00251188643151 1157 5781.0 5781.0 4856.0 760.0
0.004 0.00316227766017 1157 5781.0 5781.0 4926.0 1053.0
0.004 0.00398107170553 1157 5781.0 5781.0 4926.0 1261.0
0.004 0.00501187233627 1157 5781.0 5781.0 4905.0 1450.0
0.004 0.0063095734448 1157 5781.0 5781.0 4879.0 1626.0
0.004 0.00794328234724 1157 5781.0 5781.0 4915.0 1371.0
0.004 0.01 1157 5781.0 5781.0 4935.0 805.0
0.008 0.000125892541179 1157 5781.0 5781.0 4953.0 1434.0
0.008 0.000158489319246 1157 5781.0 5781.0 4890.0 1311.0
0.008 0.000199526231497 1157 5781.0 5781.0 4892.0 1290.0
0.008 0.000251188643151 1157 5781.0 5781.0 4895.0 1420.0
0.008 0.000316227766017 1157 5781.0 5781.0 4925.0 1340.0
0.008 0.000398107170553 1157 5781.0 5781.0 4917.0 1563.0
0.008 0.000501187233627 1157 5781.0 5781.0 4920.0 1781.0
0.008 0.00063095734448 1157 5781.0 5781.0 4910.0 2003.0
0.008 0.000794328234724 1157 5781.0 5781.0 4969.0 2291.0
0.008 0.00125892541179 1157 5781.0 5781.0 4933.0 2929.0
0.008 0.00158489319246 1157 5781.0 5781.0 4914.0 3118.0
0.008 0.00199526231497 1157 5781.0 5781.0 4934.0 3045.0
0.008 0.00251188643151 1157 5781.0 5781.0 4933.0 2749.0
0.008 0.00316227766017 1157 5781.0 5781.0 5005.0 1742.0
0.008 0.00398107170553 1157 5781.0 5781.0 4952.0 861.0
0.008 0.00501187233627 1157 5781.0 5781.0 4932.0 229.0
0.008 0.0063095734448 1157 5781.0 5781.0 5027.0 32.0
0.008 0.00794328234724 1157 5781.0 5781.0 4998.0 0.0
0.008 0.01 1157 5781.0 5781.0 4939.0 0.0
0.02 0.000125892541179 1157 5781.0 5781.0 4977.0 3190.0
0.02 0.000158489319246 1157 5781.0 5781.0 4941.0 3318.0
0.02 0.000199526231497 1157 5781.0 5781.0 4973.0 3817.0
0.02 0.000251188643151 1157 5781.0 5781.0 4963.0 3994.0
0.02 0.000316227766017 1157 5781.0 5781.0 4940.0 4113.0
0.02 0.000398107170553 1157 5781.0 5781.0 4961.0 4211.0
0.02 0.000501187233627 1157 5781.0 5781.0 4955.0 4212.0
0.02 0.00063095734448 1157 5781.0 5781.0 5001.0 4016.0
0.02 0.000794328234724 1157 5781.0 5781.0 5019.0 3570.0
0.02 0.00125892541179 1157 5781.0 5781.0 4984.0 1887.0
0.02 0.00158489319246 1157 5781.0 5781.0 5054.0 1040.0
0.02 0.00199526231497 1157 5781.0 5781.0 5023.0 359.0
0.02 0.00251188643151 1157 5781.0 5781.0 5011.0 60.0
0.02 0.00316227766017 1157 5781.0 5781.0 4952.0 5.0
0.02 0.00398107170553 1157 5781.0 5781.0 4968.0 0.0
0.04 0.000125892541179 1157 5781.0 5781.0 4986.0 4599.0
0.04 0.000158489319246 1157 5781.0 5781.0 4981.0 4539.0
0.04 0.000199526231497 1157 5781.0 5781.0 4985.0 4537.0
0.04 0.000251188643151 1157 5781.0 5781.0 5001.0 4456.0
0.04 0.000316227766017 1157 5781.0 5781.0 4999.0 4249.0
0.04 0.000398107170553 1157 5781.0 5781.0 5034.0 4016.0
0.04 0.000501187233627 1157 5781.0 5781.0 4984.0 3596.0
0.04 0.00063095734448 1157 5781.0 5781.0 5019.0 3355.0
0.04 0.000794328234724 1157 5781.0 5781.0 4994.0 3014.0
0.04 0.00125892541179 1157 5781.0 5781.0 5039.0 2086.0
0.04 0.00158489319246 1157 5781.0 5781.0 4942.0 1608.0
0.04 0.00199526231497 1157 5781.0 5781.0 5018.0 1389.0
0.08 0.000125892541179 1157 5781.0 5781.0 4978.0 4651.0
0.08 0.000158489319246 1157 5781.0 5781.0 4991.0 4598.0
0.08 0.000199526231497 1157 5781.0 5781.0 5007.0 4549.0
0.08 0.000251188643151 1157 5781.0 5781.0 4977.0 4396.0
0.08 0.000316227766017 1157 5781.0 5781.0 5017.0 4464.0
0.08 0.000398107170553 1157 5781.0 5781.0 5021.0 4483.0
0.08 0.000501187233627 1157 5781.0 5781.0 4982.0 4363.0
0.1 0.000125892541179 1157 5781.0 5781.0 4996.0 4665.0
0.1 0.000158489319246 1157 5781.0 5781.0 4983.0 4675.0
0.1 0.000199526231497 1157 5781.0 5781.0 4991.0 4580.0
0.1 0.000251188643151 1157 5781.0 5781.0 4981.0 4579.0
0.1 0.000316227766017 1157 5781.0 5781.0 4983.0 4511.0
0.1 5.01187233627e-06 1157 5781.0 5781.0 4945.0 3890.0
0.1 6.3095734448e-05 1157 5781.0 5781.0 5023.0 4829.0
0.1 7.94328234724e-06 1157 5781.0 5781.0 4943.0 4323.0
0.2 2.51188643151e-05 1157 5781.0 5781.0 4985.0 4877.0
0.2 3.98107170553e-05 1157 5781.0 5781.0 4998.0 4848.0
0.2 5.01187233627e-05 1157 5781.0 5781.0 5001.0 4864.0
0.2 6.3095734448e-05 1157 5781.0 5781.0 5000.0 4843.0
0.2 7.94328234724e-05 1157 5781.0 5781.0 5006.0 4843.0
0.3 1.25892541179e-05 1157 5781.0 5781.0 4977.0 4895.0
0.3 1.25892541179e-08 1157 5781.0 5781.0 4978.0 4012.0
0.3 1.58489319246e-05 1157 5781.0 5781.0 4959.0 4872.0
0.3 1.58489319246e-08 1157 5781.0 5781.0 4946.0 3994.0
0.3 1.99526231497e-05 1157 5781.0 5781.0 5019.0 4945.0
0.3 1.99526231497e-08 1157 5781.0 5781.0 4936.0 3881.0
0.3 1e-08 1157 5781.0 5781.0 4930.0 3970.0
0.3 2.51188643151e-05 1157 5781.0 5781.0 5043.0 4990.0
